id,suhu,kelembapan,gas,waktu
1618,27,85,296,07:43.2
1619,27,85,291,07:58.4
1620,27,85,289,08:13.7
1621,27,84,286,08:28.7
1622,27,84,265,08:43.8
1623,27,83,264,08:59.6
1624,27,83,272,09:17.2
1625,27,83,264,09:30.0
1626,27,84,264,09:45.3
1627,27.1,84,264,10:00.2
1628,27.1,85,262,10:15.4
1629,27.2,85,260,10:30.7
1630,27.2,86,259,10:45.9
1631,27.3,86,259,11:00.9
1632,27.4,86,257,11:16.1
1633,27.5,86,256,11:31.2
1634,27.6,86,256,11:46.3
1635,27.7,87,254,12:01.7
1636,27.8,86,253,12:16.9
1637,27.8,86,253,12:31.9
1638,27.8,86,254,12:47.1
1639,27.7,86,253,13:02.3
1640,27.7,86,253,13:17.5
1641,27.6,85,252,13:32.5
1642,27.6,85,252,13:47.7
1643,27.6,85,250,14:03.2
1644,27.5,85,249,14:18.0
1645,27.5,85,247,14:33.2
1646,27.5,85,248,14:48.1
1647,27.5,85,248,15:03.3
1648,27.5,86,247,15:18.6
1649,27.5,86,247,15:33.7
1650,27.5,86,246,15:48.9
1651,27.5,86,246,16:03.8
1652,27.5,86,246,16:19.0
1653,27.4,86,247,16:34.2
1654,27.4,86,246,16:49.3
1655,27.4,87,245,17:04.5
1656,27.4,87,245,17:19.6
1657,27.4,86,244,17:34.8
1658,27.4,86,243,17:49.9
1659,27.4,85,243,18:05.0
1660,27.4,85,242,18:20.3
1661,27.4,85,242,18:35.4
1662,27.4,85,242,18:50.3
1663,27.4,86,242,19:05.9
1664,27.4,86,242,19:20.6
1665,27.5,87,240,19:35.8
1666,27.5,87,240,19:51.0
1667,27.5,88,240,20:06.1
1668,27.5,88,240,20:21.0
1669,27.5,88,236,20:36.2
1670,27.5,88,237,20:51.7
1671,27.5,87,237,21:06.6
1672,27.5,87,236,21:21.7
1673,27.4,86,237,21:37.0
1674,27.4,86,236,21:52.1
1675,27.4,85,236,22:07.3
1676,27.4,85,236,22:22.4
1677,27.4,84,212,22:37.5
1678,27.4,84,209,22:52.7
1679,27.4,84,209,23:08.0
1680,27.4,84,210,23:23.2
1681,27.4,85,210,23:38.5
1682,27.5,85,211,23:53.4
1683,27.5,86,213,24:09.2
1684,27.5,86,213,24:23.7
1685,27.5,86,212,24:38.8
1686,27.6,87,213,24:54.1
1687,27.6,87,212,25:09.1
1688,27.6,87,213,25:24.2
1689,27.7,87,213,25:39.4
1690,27.8,87,211,25:54.5
1691,27.8,87,213,26:09.6
1692,27.9,87,213,26:24.9
1693,27.9,86,213,26:40.0
1694,27.9,86,213,26:55.1
1695,28,86,214,27:10.3
1696,28,85,212,27:25.4
1697,28,85,212,27:40.6
1698,28,85,212,27:55.8
1699,28,85,213,28:10.9
1700,28,85,213,28:26.1
1701,28,85,213,28:41.2
1702,28,85,213,28:56.4
1703,28,85,213,29:11.8
1704,28,85,212,29:26.5
1705,28,85,212,29:41.9
1706,28,85,213,29:56.8
1707,28.1,85,213,30:12.0
1708,28.1,85,213,30:27.2
1709,28.1,85,213,30:42.3
1710,28.1,84,220,30:57.6
1711,28.1,84,214,31:12.6
1712,28.1,84,214,31:27.8
1713,28.1,84,214,31:43.0
1714,28.1,84,213,31:58.1
1715,28.1,84,213,32:13.3
1716,28.1,84,213,32:28.5
1717,28.1,84,213,32:43.7
1718,28.1,83,212,32:59.1
1719,28.1,83,213,33:14.2
1720,28.2,83,211,33:29.4
