id,suhu,kelembapan,gas,waktu
328,26,60,242,2025-07-02 11:57:58.349816+00
329,26,60,242,2025-07-02 11:58:13.579619+00
330,26,60,242,2025-07-02 11:58:45.743395+00
331,26,60,244,2025-07-02 11:59:02.277357+00
332,26,60,244,2025-07-02 11:59:33.562386+00
333,26,60,243,2025-07-02 11:59:48.932244+00
334,26,60,242,2025-07-02 12:00:20.859338+00
335,26,60,240,2025-07-02 12:00:36.230487+00
336,26,60,188,2025-07-02 12:01:08.282562+00
337,26,60,196,2025-07-02 12:01:23.533994+00
338,26,60,192,2025-07-02 12:01:55.587472+00
339,26,60,192,2025-07-02 12:02:10.946037+00
340,26,60,192,2025-07-02 12:02:43.147407+00
341,26,60,190,2025-07-02 12:02:58.46979+00
342,26,60,190,2025-07-02 12:03:30.812354+00
343,26,60,192,2025-07-02 12:03:46.275621+00
344,26,60,192,2025-07-02 12:04:19.197412+00
345,26,60,190,2025-07-02 12:04:33.53024+00
346,26,60,190,2025-07-02 12:05:05.650638+00
347,26,60,190,2025-07-02 12:05:20.958358+00
348,26,60,189,2025-07-02 12:05:53.146293+00
349,26,60,190,2025-07-02 12:06:08.60533+00
350,26.1,60,189,2025-07-02 12:06:40.878536+00
351,26.1,60,189,2025-07-02 12:06:56.063255+00
352,26.1,60,201,2025-07-02 12:07:28.305482+00
353,26.1,60,182,2025-07-02 12:07:43.645273+00
354,26.1,60,140,2025-07-02 12:08:15.634314+00
355,26.1,60,142,2025-07-02 12:08:30.881296+00
356,26.1,60,138,2025-07-02 12:09:03.007404+00
357,26.2,60,148,2025-07-02 12:09:31.8301+00
358,26.1,60,178,2025-07-02 12:10:01.575491+00
359,26.1,60,214,2025-07-02 12:10:16.842513+00
360,26.1,60,189,2025-07-02 12:10:48.983671+00
361,26.1,60,189,2025-07-02 12:11:04.375568+00
362,26.1,60,187,2025-07-02 12:11:36.325832+00
363,26.2,60,189,2025-07-02 12:11:52.373798+00
364,26.3,59,144,2025-07-02 12:12:23.921935+00
365,26.2,60,173,2025-07-02 12:14:18.823577+00
366,26.2,60,211,2025-07-02 12:14:35.196961+00
367,26.1,60,236,2025-07-02 12:15:06.215871+00
368,26.1,60,237,2025-07-02 12:15:21.580804+00
369,26.1,60,236,2025-07-02 12:15:53.720553+00
370,26.1,60,236,2025-07-02 12:16:09.00425+00
371,26,60,235,2025-07-02 12:16:40.938689+00
372,26,60,234,2025-07-02 12:16:56.1979+00
373,26,60,234,2025-07-02 12:17:28.220682+00
374,26,60,234,2025-07-02 12:17:43.507069+00
375,25.9,60,233,2025-07-02 12:18:15.524129+00
376,25.9,60,231,2025-07-02 12:18:30.886432+00
377,25.9,60,230,2025-07-02 12:19:02.937661+00
378,25.8,60,223,2025-07-02 12:19:18.224597+00
379,25.8,60,232,2025-07-02 12:19:51.07431+00
380,25.8,60,231,2025-07-02 12:20:05.548579+00
381,25.8,60,229,2025-07-02 12:20:37.674291+00
382,25.8,60,229,2025-07-02 12:20:53.021295+00
383,25.8,60,228,2025-07-02 12:21:25.094104+00
384,25.8,60,226,2025-07-02 12:21:40.423744+00
385,25.8,60,226,2025-07-02 12:22:12.468351+00
386,25.8,60,225,2025-07-02 12:22:27.843457+00
387,25.8,60,225,2025-07-02 12:22:59.809423+00
388,25.8,60,225,2025-07-02 12:23:15.095943+00
389,25.8,60,224,2025-07-02 12:23:47.326697+00
390,25.8,60,224,2025-07-02 12:24:02.710515+00
391,25.8,60,223,2025-07-02 12:24:34.709265+00
392,25.8,60,224,2025-07-02 12:24:50.213866+00
393,25.7,60,222,2025-07-02 12:25:23.795674+00
394,25.7,60,223,2025-07-02 12:25:37.729698+00
395,25.7,60,223,2025-07-02 12:26:09.904833+00
396,25.7,60,223,2025-07-02 12:26:25.384756+00
397,25.7,60,222,2025-07-02 12:26:57.394646+00
398,25.7,60,222,2025-07-02 12:27:12.593306+00
399,25.7,60,221,2025-07-02 12:27:44.537348+00
400,25.7,60,221,2025-07-02 12:27:59.912424+00
401,25.6,60,221,2025-07-02 12:28:31.964548+00
402,25.6,60,221,2025-07-02 12:28:47.240002+00
403,25.6,60,221,2025-07-02 12:29:19.337242+00
404,25.6,60,221,2025-07-02 12:29:34.641768+00
405,25.6,60,221,2025-07-02 12:30:06.744102+00
406,25.6,60,220,2025-07-02 12:30:22.1378+00
407,25.7,60,220,2025-07-02 12:30:55.006577+00
408,25.7,60,221,2025-07-02 12:31:09.502407+00
409,25.7,60,220,2025-07-02 12:31:41.612755+00
410,25.7,60,220,2025-07-02 12:31:56.801059+00
411,25.7,60,220,2025-07-02 12:32:28.740023+00
412,25.7,60,220,2025-07-02 12:32:43.967635+00
413,25.7,60,220,2025-07-02 12:33:16.219245+00
414,25.7,60,220,2025-07-02 12:33:31.48571+00
415,25.7,60,218,2025-07-02 12:34:03.223705+00
416,25.7,60,218,2025-07-02 12:34:18.716652+00
417,25.7,60,218,2025-07-02 12:34:50.528399+00
418,25.7,60,218,2025-07-02 12:35:05.790972+00
419,25.7,60,218,2025-07-02 12:35:37.834445+00
420,25.7,60,218,2025-07-02 12:35:53.13886+00
421,25.7,60,218,2025-07-02 12:36:26.634225+00
422,25.7,60,218,2025-07-02 12:36:40.640996+00
423,25.7,60,218,2025-07-02 12:37:12.664944+00
424,25.7,60,218,2025-07-02 12:37:27.890375+00
425,25.7,60,218,2025-07-02 12:38:00.075933+00
426,25.7,60,218,2025-07-02 12:38:15.774792+00
427,25.7,60,217,2025-07-02 12:38:47.264061+00
428,25.7,60,217,2025-07-02 12:39:02.529903+00
429,25.7,60,216,2025-07-02 12:39:34.687317+00
430,25.7,60,216,2025-07-02 12:39:50.09652+00
431,25.7,60,216,2025-07-02 12:40:22.099043+00
432,25.7,60,216,2025-07-02 12:40:37.343663+00
433,25.7,60,219,2025-07-02 12:41:09.507063+00
434,25.7,60,219,2025-07-02 12:41:24.920922+00
435,25.7,60,220,2025-07-02 12:41:58.193244+00
436,25.7,60,220,2025-07-02 12:42:12.22347+00
437,25.7,60,219,2025-07-02 12:42:44.433071+00
438,25.7,60,219,2025-07-02 12:42:59.768902+00
439,25.7,60,219,2025-07-02 12:43:31.736504+00
440,25.7,60,219,2025-07-02 12:43:47.151881+00
441,25.6,60,219,2025-07-02 12:44:19.24699+00
442,25.6,60,220,2025-07-02 12:44:34.514113+00
443,25.6,60,220,2025-07-02 12:45:06.576723+00
444,25.6,60,219,2025-07-02 12:45:21.911432+00
445,25.6,60,219,2025-07-02 12:45:54.087684+00
446,25.6,60,220,2025-07-02 12:46:09.351219+00
447,25.6,60,220,2025-07-02 12:46:41.381874+00
448,25.6,60,220,2025-07-02 12:46:56.624784+00
449,25.6,60,219,2025-07-02 12:47:29.771761+00
450,25.6,60,219,2025-07-02 12:47:43.886659+00
451,25.6,60,219,2025-07-02 12:48:16.133744+00
452,25.6,60,219,2025-07-02 12:48:31.463677+00
453,25.6,60,218,2025-07-02 12:49:03.722711+00
454,25.6,60,218,2025-07-02 12:49:18.973042+00
455,25.6,60,219,2025-07-02 12:49:50.800065+00
456,25.6,60,218,2025-07-02 12:50:06.190274+00
457,25.6,60,219,2025-07-02 12:50:38.242541+00
458,25.6,60,218,2025-07-02 12:50:53.489664+00
459,25.6,60,218,2025-07-02 12:51:25.650052+00
460,25.6,60,218,2025-07-02 12:51:40.906889+00
461,25.7,60,218,2025-07-02 12:52:12.943242+00
462,25.7,60,219,2025-07-02 12:52:28.252325+00
463,25.7,60,218,2025-07-02 12:53:01.234397+00
464,25.7,60,218,2025-07-02 12:53:15.683187+00
465,25.6,60,218,2025-07-02 12:53:47.751344+00
466,25.6,60,218,2025-07-02 12:54:03.060585+00
467,25.7,60,218,2025-07-02 12:54:35.101238+00
468,25.7,60,218,2025-07-02 12:54:50.446658+00
469,25.7,60,218,2025-07-02 12:55:22.653023+00
470,25.7,60,218,2025-07-02 12:55:37.804559+00
471,25.7,60,218,2025-07-02 12:56:09.813667+00
472,25.7,60,218,2025-07-02 12:56:25.177697+00
473,25.7,60,218,2025-07-02 12:56:57.235942+00
474,25.7,60,218,2025-07-02 12:57:12.5846+00
475,25.6,60,218,2025-07-02 12:57:44.639473+00
476,25.6,60,218,2025-07-02 12:58:00.006898+00
477,25.6,60,218,2025-07-02 12:58:33.25202+00
478,25.6,60,218,2025-07-02 12:58:47.356865+00
479,25.6,60,218,2025-07-02 12:59:19.534916+00
480,25.7,60,218,2025-07-02 12:59:34.827291+00
481,25.7,60,217,2025-07-02 13:00:07.087262+00
482,25.7,60,217,2025-07-02 13:00:22.350206+00
483,25.7,60,217,2025-07-02 13:00:54.399655+00
484,25.7,60,217,2025-07-02 13:01:09.73962+00
485,25.7,60,217,2025-07-02 13:01:41.925754+00
486,25.7,60,217,2025-07-02 13:01:57.247795+00
487,25.6,60,217,2025-07-02 13:02:29.532076+00
488,25.6,60,217,2025-07-02 13:02:44.70996+00
489,25.6,60,217,2025-07-02 13:03:17.078179+00
490,25.6,60,217,2025-07-02 13:03:32.490258+00
491,25.6,60,217,2025-07-02 13:04:05.706809+00
492,25.6,61,217,2025-07-02 13:04:19.751206+00
493,25.7,61,217,2025-07-02 13:04:51.846975+00
494,25.7,61,217,2025-07-02 13:05:07.13099+00
495,25.7,60,217,2025-07-02 13:05:39.361575+00
496,25.8,60,217,2025-07-02 13:05:54.671212+00
497,25.8,61,217,2025-07-02 13:06:27.457676+00
498,25.8,61,217,2025-07-02 13:06:42.541373+00
499,25.8,61,217,2025-07-02 13:07:14.611547+00
500,25.8,61,217,2025-07-02 13:07:29.969568+00
501,25.9,60,217,2025-07-02 13:08:02.141322+00
502,25.9,60,217,2025-07-02 13:08:17.489685+00
503,25.9,60,217,2025-07-02 13:08:49.647129+00
504,25.9,60,217,2025-07-02 13:09:04.917092+00
505,25.9,60,217,2025-07-02 13:09:38.589922+00
506,25.9,60,217,2025-07-02 13:09:52.967724+00
507,25.9,60,217,2025-07-02 13:10:24.968075+00
508,25.9,60,217,2025-07-02 13:10:40.315616+00
509,25.9,60,217,2025-07-02 13:11:12.819658+00
510,25.9,60,217,2025-07-02 13:11:28.089545+00
511,25.9,60,217,2025-07-02 13:12:00.189464+00
512,25.9,60,217,2025-07-02 13:12:15.457674+00
513,26,60,216,2025-07-02 13:12:47.650211+00
514,26,60,217,2025-07-02 13:13:02.859853+00
515,26.1,60,216,2025-07-02 13:13:35.330113+00
516,26.1,60,216,2025-07-02 13:13:50.829465+00
517,26.1,60,216,2025-07-02 13:14:22.95736+00
518,26.1,60,216,2025-07-02 13:14:38.327213+00
519,26.1,60,216,2025-07-02 13:15:11.279392+00
520,26.1,60,217,2025-07-02 13:15:25.758361+00
521,26.1,59,216,2025-07-02 13:15:58.179005+00
522,26.1,60,218,2025-07-02 13:16:13.420289+00
523,26.1,60,217,2025-07-02 13:16:45.800099+00
524,26.1,60,217,2025-07-02 13:17:00.950758+00
525,26,60,217,2025-07-02 13:17:33.014136+00
526,26,60,217,2025-07-02 13:17:48.369986+00
527,26,60,216,2025-07-02 13:18:20.309605+00
528,26,60,216,2025-07-02 13:18:35.67999+00
529,26,60,216,2025-07-02 13:19:07.828704+00
530,26,60,216,2025-07-02 13:19:23.289265+00
531,26.1,60,217,2025-07-02 13:19:55.26028+00
532,26.1,60,217,2025-07-02 13:20:10.598021+00
533,26.1,60,237,2025-07-02 13:20:43.770134+00
534,26.1,60,225,2025-07-02 13:20:58.152113+00
535,26.2,60,234,2025-07-02 13:21:30.368424+00
536,26.2,60,232,2025-07-02 13:21:45.730594+00
537,26.3,61,218,2025-07-02 13:22:17.989036+00
538,26.4,62,185,2025-07-02 13:22:33.43889+00
539,26.6,62,196,2025-07-02 13:23:05.691719+00
540,26.6,61,195,2025-07-02 13:23:21.051625+00
541,26.7,59,195,2025-07-02 13:23:53.309697+00
542,26.6,59,195,2025-07-02 13:24:08.672417+00
543,26.6,59,196,2025-07-02 13:24:40.977811+00
544,26.6,59,196,2025-07-02 13:24:56.172459+00
545,26.5,59,196,2025-07-02 13:25:28.229991+00
546,26.5,59,195,2025-07-02 13:25:43.602738+00
547,26.4,59,190,2025-07-02 13:26:16.722025+00
548,26.4,59,188,2025-07-02 13:26:30.952193+00
549,26.4,59,187,2025-07-02 13:27:03.170621+00
550,26.4,59,188,2025-07-02 13:27:18.408294+00
551,26.4,59,188,2025-07-02 13:27:50.378395+00
552,26.4,59,189,2025-07-02 13:28:05.672693+00
553,26.4,59,189,2025-07-02 13:28:37.932552+00
554,26.4,59,189,2025-07-02 13:28:53.152513+00
555,26.4,59,196,2025-07-02 13:29:25.392032+00
556,26.4,59,190,2025-07-02 13:29:40.570695+00
557,26.4,59,190,2025-07-02 13:30:12.921299+00
558,26.4,59,190,2025-07-02 13:30:28.091167+00
559,26.4,59,190,2025-07-02 13:31:00.118839+00
560,26.4,59,190,2025-07-02 13:31:15.301062+00
561,26.3,59,192,2025-07-02 13:31:48.918835+00
562,26.3,59,192,2025-07-02 13:32:02.699119+00
563,26.3,59,192,2025-07-02 13:32:34.821718+00
564,26.3,59,190,2025-07-02 13:32:50.173689+00
565,26.3,59,190,2025-07-02 13:33:22.248004+00
566,26.3,59,192,2025-07-02 13:33:37.605863+00
567,26.3,59,190,2025-07-02 13:34:09.54798+00
568,26.3,59,190,2025-07-02 13:34:24.905984+00
569,26.3,59,190,2025-07-02 13:34:56.998259+00
570,26.3,59,190,2025-07-02 13:35:12.332505+00
571,26.3,59,190,2025-07-02 13:35:44.279928+00
572,26.4,59,190,2025-07-02 13:35:59.600241+00
573,26.4,59,190,2025-07-02 13:36:31.693993+00
574,26.2,60,254,2025-07-02 13:41:30.119284+00
575,26.2,60,249,2025-07-02 13:42:00.790372+00
576,26.2,60,247,2025-07-02 13:42:16.14924+00
577,26.2,59,244,2025-07-02 13:42:48.206422+00
578,26.2,59,243,2025-07-02 13:43:03.464325+00
579,26.3,59,242,2025-07-02 13:43:35.612009+00
580,26.3,59,241,2025-07-02 13:43:50.859165+00
581,26.3,59,238,2025-07-02 13:44:23.034481+00
582,26.3,59,238,2025-07-02 13:44:38.383622+00
583,26.3,59,237,2025-07-02 13:45:10.334385+00
584,26.3,59,237,2025-07-02 13:45:25.626151+00
585,26.3,59,236,2025-07-02 13:45:57.720301+00
586,26.3,59,236,2025-07-02 13:46:13.006441+00
587,26.2,59,235,2025-07-02 13:46:46.450155+00
588,26.2,59,235,2025-07-02 13:47:00.380135+00
589,26.2,59,234,2025-07-02 13:47:32.750035+00
590,26.2,59,234,2025-07-02 13:47:48.100261+00
591,26.2,59,234,2025-07-02 13:48:20.330217+00
592,26.1,59,234,2025-07-02 13:48:35.920111+00
593,26.1,59,233,2025-07-02 13:49:08.729542+00
594,26.1,59,234,2025-07-02 13:49:24.083616+00
595,26.2,59,233,2025-07-02 13:49:56.442798+00
596,26.2,59,233,2025-07-02 13:50:11.795224+00
597,26.2,59,232,2025-07-02 13:50:43.953528+00
598,26.2,59,233,2025-07-02 13:50:59.309421+00
599,26.2,60,232,2025-07-02 13:51:31.46719+00
600,26.2,59,231,2025-07-02 13:51:48.093303+00
601,26.3,59,231,2025-07-02 13:52:18.980546+00
602,26.3,59,231,2025-07-02 13:52:34.238234+00
603,26.3,59,230,2025-07-02 13:53:06.714802+00
604,26.3,59,231,2025-07-02 13:53:22.056436+00
605,26.3,59,230,2025-07-02 13:53:53.888295+00
606,26.3,59,230,2025-07-02 13:54:09.373693+00
607,26.3,59,230,2025-07-02 13:54:41.125891+00
608,26.3,59,230,2025-07-02 13:54:56.393761+00
609,26.3,59,229,2025-07-02 13:55:28.50561+00
610,26.3,59,229,2025-07-02 13:55:43.824302+00
611,26.3,59,229,2025-07-02 13:56:16.186005+00
612,26.3,59,229,2025-07-02 13:56:31.418059+00
613,26.3,59,229,2025-07-02 13:57:03.961168+00
614,26.3,59,229,2025-07-02 13:57:18.634225+00
615,26.3,59,229,2025-07-02 13:57:50.759417+00
616,26.3,59,228,2025-07-02 13:58:06.108024+00
617,26.2,59,228,2025-07-02 13:58:38.267754+00
618,26.2,60,228,2025-07-02 13:58:53.715623+00
619,26.1,60,228,2025-07-02 13:59:25.708455+00
620,26.1,60,228,2025-07-02 13:59:40.991689+00
621,26.1,60,228,2025-07-02 14:00:13.158203+00
622,26.1,60,228,2025-07-02 14:00:28.468305+00
623,26.2,60,228,2025-07-02 14:01:00.472813+00
624,26.2,60,228,2025-07-02 14:01:15.767396+00
625,26.3,60,228,2025-07-02 14:01:47.807935+00
626,26.3,60,228,2025-07-02 14:02:03.131201+00
627,26.4,60,228,2025-07-02 14:02:35.653705+00
628,26.4,60,228,2025-07-02 14:02:50.375612+00
629,26.4,60,228,2025-07-02 14:03:22.403696+00
630,26.4,60,228,2025-07-02 14:03:37.752299+00
631,26.4,60,228,2025-07-02 14:04:09.980386+00
632,26.4,60,228,2025-07-02 14:04:25.337163+00
633,26.4,60,228,2025-07-02 14:04:57.606463+00
634,26.4,60,228,2025-07-02 14:05:12.834915+00
635,26.4,60,226,2025-07-02 14:05:44.933768+00
636,26.4,60,226,2025-07-02 14:06:00.404398+00
637,26.4,60,228,2025-07-02 14:06:32.733383+00
638,26.4,60,226,2025-07-02 14:06:47.915788+00
639,26.4,60,226,2025-07-02 14:07:20.556874+00
640,26.4,60,228,2025-07-02 14:07:36.515814+00
641,26.4,60,228,2025-07-02 14:08:07.638389+00
642,26.4,60,226,2025-07-02 14:08:23.010968+00
643,26.4,60,226,2025-07-02 14:08:55.575953+00
644,26.4,60,226,2025-07-02 14:09:11.257107+00
645,26.4,60,226,2025-07-02 14:09:44.264254+00
646,26.4,60,226,2025-07-02 14:09:59.989322+00
647,26.5,60,226,2025-07-02 14:10:32.172718+00
648,26.5,60,226,2025-07-02 14:11:39.589835+00
649,26.5,60,225,2025-07-02 14:11:45.229054+00
650,26.5,59,225,2025-07-02 14:12:17.760816+00
651,26.6,59,225,2025-07-02 14:12:32.57668+00
652,26.6,59,225,2025-07-02 14:13:05.617374+00
653,26.6,59,225,2025-07-02 14:13:19.977581+00
654,26.6,59,225,2025-07-02 14:13:52.054066+00
655,26.6,59,225,2025-07-02 14:14:07.380721+00
656,26.6,59,225,2025-07-02 14:14:39.45747+00
657,26.6,59,225,2025-07-02 14:14:55.198883+00
658,26.6,59,225,2025-07-02 14:15:26.836719+00
659,26.6,59,225,2025-07-02 14:15:42.306324+00
660,26.6,59,225,2025-07-02 14:16:14.29107+00
661,26.6,59,225,2025-07-02 14:16:29.565085+00
662,26.7,59,225,2025-07-02 14:17:01.49167+00
663,26.7,59,225,2025-07-02 14:17:16.909827+00
664,26.7,59,224,2025-07-02 14:17:48.931426+00
665,26.7,59,224,2025-07-02 14:18:04.261178+00
666,26.7,59,224,2025-07-02 14:18:36.919505+00
667,26.7,59,224,2025-07-02 14:18:51.569566+00
668,26.7,59,224,2025-07-02 14:19:23.823668+00
669,26.7,59,230,2025-07-02 14:19:39.076061+00
670,26.6,59,224,2025-07-02 14:20:11.136656+00
671,26.6,59,224,2025-07-02 14:20:26.510849+00
672,26.7,59,224,2025-07-02 14:20:58.545475+00
673,26.7,59,223,2025-07-02 14:21:13.929723+00
674,26.7,59,224,2025-07-02 14:21:45.893995+00
675,26.7,59,224,2025-07-02 14:22:01.145494+00
676,26.6,59,225,2025-07-02 14:22:33.286674+00
677,26.6,60,224,2025-07-02 14:22:48.633853+00
678,26.6,60,224,2025-07-02 14:23:20.730413+00
679,26.6,60,224,2025-07-02 14:23:36.044574+00
680,26.6,59,224,2025-07-02 14:24:09.629015+00
681,26.6,59,224,2025-07-02 14:24:24.057091+00
682,26.6,59,224,2025-07-02 14:24:56.198232+00
683,26.6,59,224,2025-07-02 14:25:11.431658+00
684,26.5,60,224,2025-07-02 14:25:43.57061+00
685,26.5,60,224,2025-07-02 14:25:58.898324+00
686,26.5,60,224,2025-07-02 14:26:30.742786+00
687,26.5,60,224,2025-07-02 14:26:45.998103+00
688,26.5,60,224,2025-07-02 14:27:18.186055+00
689,26.5,60,224,2025-07-02 14:27:33.490492+00
690,26.5,60,224,2025-07-02 14:28:05.441202+00
691,26.5,60,223,2025-07-02 14:28:20.839325+00
692,26.6,60,224,2025-07-02 14:28:52.951211+00
693,26.6,60,224,2025-07-02 14:29:08.328831+00
694,26.6,60,224,2025-07-02 14:29:41.067477+00
695,26.6,60,224,2025-07-02 14:29:55.587376+00
696,26.6,60,223,2025-07-02 14:30:27.722345+00
697,26.6,60,222,2025-07-02 14:30:43.039818+00
698,26.6,60,223,2025-07-02 14:31:15.025585+00
699,26.6,60,223,2025-07-02 14:31:30.65594+00
700,26.6,60,223,2025-07-02 14:32:02.513349+00
701,26.6,60,223,2025-07-02 14:32:17.882166+00
702,26.6,60,223,2025-07-02 14:32:49.843552+00
703,26.6,60,223,2025-07-02 14:33:05.589321+00
704,26.6,60,223,2025-07-02 14:33:37.323753+00
705,26.7,60,223,2025-07-02 14:33:52.623397+00
706,26.7,60,229,2025-07-02 14:34:24.66051+00
707,26.7,60,223,2025-07-02 14:34:39.916893+00
708,26.7,60,222,2025-07-02 14:35:12.556193+00
709,26.6,60,222,2025-07-02 14:35:27.109958+00
710,26.6,60,223,2025-07-02 14:35:59.352752+00
711,26.6,60,228,2025-07-02 14:36:14.619214+00
712,26.6,60,226,2025-07-02 14:36:46.678488+00
713,26.6,60,233,2025-07-02 14:37:02.583294+00
714,26.6,60,225,2025-07-02 14:37:34.495954+00
715,26.6,60,226,2025-07-02 14:37:49.867375+00
716,26.6,60,226,2025-07-02 14:38:21.889404+00
717,26.6,60,226,2025-07-02 14:38:37.258457+00
718,26.6,60,226,2025-07-02 14:39:09.351976+00
719,26.6,60,226,2025-07-02 14:39:24.598522+00
720,26.7,60,226,2025-07-02 14:39:56.942096+00
721,26.7,60,226,2025-07-02 14:40:12.267765+00
722,26.7,60,226,2025-07-02 14:40:44.956211+00
723,26.7,60,226,2025-07-02 14:40:59.432447+00
724,26.7,60,226,2025-07-02 14:41:31.636012+00
725,26.7,60,226,2025-07-02 14:41:46.994101+00
726,26.7,60,226,2025-07-02 14:42:19.040269+00
727,26.7,60,226,2025-07-02 14:42:34.305426+00
728,26.7,60,226,2025-07-02 14:43:06.372177+00
729,26.7,60,225,2025-07-02 14:43:21.672207+00
730,26.7,60,225,2025-07-02 14:43:53.871134+00
731,26.6,60,226,2025-07-02 14:44:09.050024+00
732,26.6,60,226,2025-07-02 14:44:41.201921+00
733,26.7,60,225,2025-07-02 14:44:56.467785+00
734,26.7,60,225,2025-07-02 14:45:28.478274+00
735,26.7,60,225,2025-07-02 14:45:43.736303+00
736,26.7,60,225,2025-07-02 14:46:16.743725+00
737,26.7,60,225,2025-07-02 14:46:31.360077+00
738,26.7,60,225,2025-07-02 14:47:03.623692+00
739,26.7,60,225,2025-07-02 14:47:18.913756+00
740,26.7,60,225,2025-07-02 14:47:51.226798+00
741,26.7,60,225,2025-07-02 14:48:06.489911+00
742,26.7,60,225,2025-07-02 14:48:38.556985+00
743,26.7,60,225,2025-07-02 14:48:54.016863+00
744,26.6,60,225,2025-07-02 14:49:26.041923+00
745,26.6,60,225,2025-07-02 14:49:41.384266+00
746,26.7,60,225,2025-07-02 14:50:13.919317+00
747,26.7,60,225,2025-07-02 14:50:28.823359+00
748,26.7,60,224,2025-07-02 14:51:01.39713+00
749,26.7,60,225,2025-07-02 14:51:16.837288+00
750,26.7,60,225,2025-07-02 14:51:48.738281+00
751,26.7,60,225,2025-07-02 14:52:03.472355+00
752,26.7,60,224,2025-07-02 14:52:35.675412+00
753,26.7,60,224,2025-07-02 14:52:51.032771+00
754,26.7,60,225,2025-07-02 14:53:23.056563+00
755,26.7,60,224,2025-07-02 14:53:38.401915+00
756,26.7,60,224,2025-07-02 14:54:10.22576+00
757,26.7,60,224,2025-07-02 14:54:25.50283+00
758,26.6,60,224,2025-07-02 14:54:57.610927+00
759,26.6,60,224,2025-07-02 14:55:12.820937+00
760,26.6,60,224,2025-07-02 14:55:44.953039+00
761,26.6,60,224,2025-07-02 14:56:00.222395+00
762,26.6,60,224,2025-07-02 14:56:32.344158+00
763,26.6,60,224,2025-07-02 14:56:47.673209+00
764,26.6,60,224,2025-07-02 14:57:20.399823+00
765,26.6,60,224,2025-07-02 14:57:35.005961+00
766,26.6,60,224,2025-07-02 14:58:07.202905+00
767,26.6,60,224,2025-07-02 14:58:22.505132+00
768,26.6,60,224,2025-07-02 14:58:54.585181+00
769,26.6,60,224,2025-07-02 14:59:09.905135+00
770,26.6,60,223,2025-07-02 14:59:41.963424+00
771,26.6,60,224,2025-07-02 14:59:57.289596+00
772,26.6,60,224,2025-07-02 15:00:29.486927+00
773,26.6,60,223,2025-07-02 15:00:44.79561+00
774,26.7,60,224,2025-07-02 15:01:16.843823+00
775,26.7,60,224,2025-07-02 15:01:32.097182+00
776,26.7,60,224,2025-07-02 15:02:04.288095+00
777,26.7,60,224,2025-07-02 15:02:19.51814+00
778,26.7,60,224,2025-07-02 15:02:52.127077+00
779,26.7,60,224,2025-07-02 15:03:06.820056+00
780,26.8,60,223,2025-07-02 15:03:38.99907+00
781,26.7,60,223,2025-07-02 15:03:54.288658+00
782,26.7,60,224,2025-07-02 15:04:26.180109+00
783,26.7,60,224,2025-07-02 15:04:41.53275+00
784,26.7,60,223,2025-07-02 15:05:13.586769+00
785,26.7,60,223,2025-07-02 15:05:28.845332+00
786,26.6,60,223,2025-07-02 15:06:00.946834+00
787,26.6,60,223,2025-07-02 15:06:16.157219+00
788,26.6,60,223,2025-07-02 15:06:48.351042+00
789,26.6,60,223,2025-07-02 15:07:03.64348+00
790,26.6,60,223,2025-07-02 15:07:36.065761+00
791,26.6,60,224,2025-07-02 15:07:51.113424+00
792,26.6,60,223,2025-07-02 15:08:23.803088+00
793,26.6,60,223,2025-07-02 15:08:38.398022+00
794,26.6,60,223,2025-07-02 15:09:10.646772+00
795,26.6,60,223,2025-07-02 15:09:25.834931+00
796,26.6,60,223,2025-07-02 15:09:57.953838+00
797,26.6,60,223,2025-07-02 15:10:13.192432+00
798,26.6,60,223,2025-07-02 15:10:45.041818+00
799,26.6,60,223,2025-07-02 15:11:00.326785+00
800,26.6,60,223,2025-07-02 15:11:32.516484+00
801,26.6,60,222,2025-07-02 15:11:47.785941+00
802,26.6,60,223,2025-07-02 15:12:19.863946+00
803,26.6,60,222,2025-07-02 15:12:35.192008+00
804,26.6,60,223,2025-07-02 15:13:07.443785+00
805,26.6,60,223,2025-07-02 15:13:22.739436+00
806,26.6,60,223,2025-07-02 15:13:55.535406+00
807,26.6,60,223,2025-07-02 15:14:10.281119+00
808,26.6,60,222,2025-07-02 15:14:42.416818+00
809,26.6,60,223,2025-07-02 15:14:57.765037+00
810,26.7,60,223,2025-07-02 15:15:30.179945+00
811,26.7,60,223,2025-07-02 15:15:45.503101+00
812,26.7,60,222,2025-07-02 15:16:17.648179+00
813,26.7,60,223,2025-07-02 15:16:33.061303+00
814,26.7,60,223,2025-07-02 15:17:05.115518+00
815,26.7,60,223,2025-07-02 15:17:20.49226+00
816,26.7,60,222,2025-07-02 15:17:52.707747+00
817,26.7,60,222,2025-07-02 15:18:07.931684+00
818,26.7,60,221,2025-07-02 15:18:40.428855+00
819,26.7,60,222,2025-07-02 15:18:56.172801+00
820,26.7,60,222,2025-07-02 15:19:27.766332+00
821,26.7,60,222,2025-07-02 15:19:43.0482+00
822,26.7,60,222,2025-07-02 15:20:15.174133+00
823,26.7,60,222,2025-07-02 15:20:30.458927+00
824,26.7,60,222,2025-07-02 15:21:02.763189+00
825,26.7,60,222,2025-07-02 15:21:18.152413+00
826,26.7,60,222,2025-07-02 15:21:50.396013+00
827,26.7,60,221,2025-07-02 15:22:05.739765+00
828,26.6,60,222,2025-07-02 15:22:37.825605+00
