id,suhu,kelembapan,gas,waktu
829,26.6,60,222,2025-07-02 15:22:53.23499+00
830,26.6,60,221,2025-07-02 15:23:25.152495+00
831,26.6,60,222,2025-07-02 15:23:40.421285+00
832,26.6,60,221,2025-07-02 15:24:12.882376+00
833,26.6,60,222,2025-07-02 15:24:27.801041+00
834,26.6,60,221,2025-07-02 15:24:59.839048+00
835,26.5,60,221,2025-07-02 15:25:15.108089+00
836,26.5,60,221,2025-07-02 15:25:47.526343+00
837,26.5,61,221,2025-07-02 15:26:02.911663+00
838,26.5,61,221,2025-07-02 15:26:35.169061+00
839,26.5,61,222,2025-07-02 15:26:50.506466+00
840,26.6,60,221,2025-07-02 15:27:22.591221+00
841,26.6,60,221,2025-07-02 15:27:37.900562+00
842,26.6,60,221,2025-07-02 15:28:09.972247+00
843,26.6,60,221,2025-07-02 15:28:25.334372+00
844,26.6,60,221,2025-07-02 15:28:57.529452+00
845,26.6,60,221,2025-07-02 15:29:13.423958+00
846,26.6,60,221,2025-07-02 15:29:44.868124+00
847,26.6,60,221,2025-07-02 15:30:00.175021+00
848,26.6,60,221,2025-07-02 15:30:32.394024+00
849,26.6,60,221,2025-07-02 15:30:47.772631+00
850,26.6,60,221,2025-07-02 15:31:19.953719+00
851,26.6,60,221,2025-07-02 15:31:35.264304+00
852,26.6,60,220,2025-07-02 15:32:07.453325+00
853,26.6,60,221,2025-07-02 15:32:22.762566+00
854,26.6,60,221,2025-07-02 15:32:55.102409+00
855,26.6,60,221,2025-07-02 15:33:10.393287+00
856,26.6,60,220,2025-07-02 15:33:42.828265+00
857,26.6,60,221,2025-07-02 15:33:58.223081+00
858,26.6,60,216,2025-07-02 15:34:31.033556+00
859,26.6,60,217,2025-07-02 15:34:45.829656+00
860,26.6,60,217,2025-07-02 15:35:17.995577+00
861,26.6,60,217,2025-07-02 15:35:33.312634+00
862,26.7,61,216,2025-07-02 15:36:05.329749+00
863,26.7,60,216,2025-07-02 15:36:20.631457+00
864,26.8,60,216,2025-07-02 15:36:52.965461+00
865,26.8,60,216,2025-07-02 15:37:08.250626+00
866,26.7,60,216,2025-07-02 15:37:40.42571+00
867,26.7,60,216,2025-07-02 15:37:55.690203+00
868,26.7,60,214,2025-07-02 15:38:27.940645+00
869,26.7,60,214,2025-07-02 15:38:43.27636+00
870,26.7,60,214,2025-07-02 15:39:15.402683+00
871,26.6,60,214,2025-07-02 15:39:30.692666+00
872,26.6,60,214,2025-07-02 15:40:03.443762+00
873,26.5,60,214,2025-07-02 15:40:18.281942+00
874,26.5,60,214,2025-07-02 15:40:50.333986+00
875,26.5,61,214,2025-07-02 15:41:05.682185+00
876,26.4,61,214,2025-07-02 15:41:38.052423+00
877,26.4,61,214,2025-07-02 15:41:53.380691+00
878,26.4,61,214,2025-07-02 15:42:25.654054+00
879,26.4,61,214,2025-07-02 15:42:40.972013+00
880,26.3,61,214,2025-07-02 15:43:13.05218+00
881,26.3,61,214,2025-07-02 15:43:28.392604+00
882,26.3,61,214,2025-07-02 15:44:00.492284+00
883,26.3,61,214,2025-07-02 15:44:15.852552+00
884,26.3,61,214,2025-07-02 15:44:48.194621+00
885,26.3,61,214,2025-07-02 15:45:04.085629+00
886,26.3,61,214,2025-07-02 15:45:35.82539+00
887,26.3,61,214,2025-07-02 15:45:51.115467+00
888,26.3,61,213,2025-07-02 15:46:23.353849+00
889,26.3,61,214,2025-07-02 15:46:38.668064+00
890,26.3,61,214,2025-07-02 15:47:10.855998+00
891,26.3,61,214,2025-07-02 15:47:26.153708+00
892,26.4,62,180,2025-07-02 15:48:29.047308+00
893,26.4,62,200,2025-07-02 15:48:44.324564+00
894,26.4,62,202,2025-07-02 15:49:16.524531+00
895,26.4,61,202,2025-07-02 15:49:31.898262+00
896,26.3,61,204,2025-07-02 15:50:04.73315+00
897,26.3,61,204,2025-07-02 15:50:19.527361+00
898,26.3,61,201,2025-07-02 15:50:51.609127+00
899,26.2,61,201,2025-07-02 15:51:07.057322+00
900,26.2,61,201,2025-07-02 15:51:39.129448+00
901,26.2,61,201,2025-07-02 15:51:54.541832+00
902,26.2,62,200,2025-07-02 15:52:26.759525+00
903,26.1,62,200,2025-07-02 15:52:42.047588+00
904,26.1,62,200,2025-07-02 15:53:14.349673+00
905,26.1,62,200,2025-07-02 15:53:29.619799+00
906,26.1,62,200,2025-07-02 15:54:01.687838+00
907,26.1,62,200,2025-07-02 15:54:16.964096+00
908,26,62,199,2025-07-02 15:54:49.190527+00
909,26,62,200,2025-07-02 15:55:04.520013+00
910,26,62,199,2025-07-02 15:55:37.048217+00
911,26,62,199,2025-07-02 15:55:51.870062+00
912,26,62,199,2025-07-02 15:56:24.013354+00
913,26,62,199,2025-07-02 15:56:39.325207+00
914,26,62,199,2025-07-02 15:57:11.72316+00
915,26,62,199,2025-07-02 15:57:27.07916+00
916,26,62,198,2025-07-02 15:57:59.579309+00
917,26,62,199,2025-07-02 15:58:14.90332+00
918,26,62,198,2025-07-02 15:58:46.775395+00
919,26,62,198,2025-07-02 15:59:02.069609+00
920,26,62,198,2025-07-02 15:59:34.225495+00
921,26,62,198,2025-07-02 15:59:49.523784+00
922,26,62,198,2025-07-02 16:00:21.428615+00
923,26,62,198,2025-07-02 16:00:36.680718+00
924,26.1,62,198,2025-07-02 16:01:09.301728+00
925,26.1,62,198,2025-07-02 16:01:23.998038+00
926,26,62,197,2025-07-02 16:01:56.272075+00
927,26,62,198,2025-07-02 16:02:11.652493+00
928,26,62,197,2025-07-02 16:02:43.940064+00
929,26,62,198,2025-07-02 16:02:59.232697+00
930,26,62,197,2025-07-02 16:03:31.880274+00
931,26,62,197,2025-07-02 16:03:47.195323+00
932,26,62,197,2025-07-02 16:04:19.670027+00
933,26,62,198,2025-07-02 16:04:34.982572+00
934,26,62,197,2025-07-02 16:05:07.052143+00
935,26,62,197,2025-07-02 16:05:22.351435+00
936,25.9,62,197,2025-07-02 16:05:54.458061+00
937,25.9,62,197,2025-07-02 16:06:10.237272+00
938,25.9,62,197,2025-07-02 16:06:41.838191+00
939,25.9,62,197,2025-07-02 16:06:57.215026+00
940,25.9,62,197,2025-07-02 16:07:29.502658+00
941,25.9,62,197,2025-07-02 16:07:44.842932+00
942,25.9,62,197,2025-07-02 16:08:17.245363+00
943,25.9,62,196,2025-07-02 16:08:32.621698+00
944,25.9,62,197,2025-07-02 16:09:05.240919+00
945,25.9,62,197,2025-07-02 16:09:20.622434+00
946,25.9,62,196,2025-07-02 16:09:52.783701+00
947,25.9,62,197,2025-07-02 16:10:08.162665+00
948,25.9,62,197,2025-07-02 16:10:40.602555+00
949,25.9,62,196,2025-07-02 16:10:55.982678+00
950,25.9,62,196,2025-07-02 16:11:28.590722+00
951,25.9,62,196,2025-07-02 16:11:43.83309+00
952,25.9,62,196,2025-07-02 16:12:15.850484+00
953,25.9,62,197,2025-07-02 16:12:31.22892+00
954,25.9,62,196,2025-07-02 16:13:03.746141+00
955,25.9,62,196,2025-07-02 16:13:19.184887+00
956,25.9,62,196,2025-07-02 16:13:51.662362+00
957,25.9,62,196,2025-07-02 16:14:07.061274+00
958,25.9,62,196,2025-07-02 16:14:39.299303+00
959,25.9,62,196,2025-07-02 16:14:54.602668+00
960,25.9,62,196,2025-07-02 16:15:26.731212+00
961,25.9,62,196,2025-07-02 16:15:42.115042+00
962,25.8,62,196,2025-07-02 16:16:14.452744+00
963,25.8,62,196,2025-07-02 16:16:30.499048+00
964,25.9,62,196,2025-07-02 16:17:02.7121+00
965,25.9,62,196,2025-07-02 16:17:18.171102+00
966,25.9,62,196,2025-07-02 16:17:50.839758+00
967,25.9,62,195,2025-07-02 16:18:06.208605+00
968,25.9,62,196,2025-07-02 16:18:40.117354+00
969,25.9,62,196,2025-07-02 16:18:55.746249+00
970,25.9,62,196,2025-07-02 16:19:27.970026+00
971,25.9,62,196,2025-07-02 16:19:43.383896+00
972,25.9,62,195,2025-07-02 16:20:15.862743+00
973,25.9,62,195,2025-07-02 16:20:31.262291+00
974,25.9,62,196,2025-07-02 16:21:03.560812+00
975,25.9,62,196,2025-07-02 16:21:18.950738+00
976,25.9,62,196,2025-07-02 16:21:52.027545+00
977,25.9,62,195,2025-07-02 16:22:06.581975+00
978,25.9,62,195,2025-07-02 16:22:39.456099+00
979,25.9,62,195,2025-07-02 16:22:54.835379+00
980,25.9,62,195,2025-07-02 16:23:27.474979+00
981,25.9,62,196,2025-07-02 16:23:42.973392+00
982,25.9,62,195,2025-07-02 16:24:15.152925+00
983,25.9,62,196,2025-07-02 16:24:30.502061+00
984,25.9,62,195,2025-07-02 16:25:02.89178+00
985,25.9,62,196,2025-07-02 16:25:18.311261+00
986,25.9,62,195,2025-07-02 16:25:51.069406+00
987,25.9,62,195,2025-07-02 16:26:06.367996+00
988,25.8,62,195,2025-07-02 16:26:38.346124+00
989,25.8,62,195,2025-07-02 16:26:54.203833+00
990,25.8,62,195,2025-07-02 16:27:25.695902+00
991,25.8,62,195,2025-07-02 16:27:40.992753+00
992,25.8,62,195,2025-07-02 16:28:13.424009+00
993,25.8,62,195,2025-07-02 16:28:28.777749+00
994,25.8,62,195,2025-07-02 16:29:01.101006+00
995,25.8,62,195,2025-07-02 16:29:16.387427+00
996,25.8,62,195,2025-07-02 16:29:48.619893+00
997,25.8,62,195,2025-07-02 16:30:03.996091+00
998,25.8,62,194,2025-07-02 16:30:36.097916+00
999,25.8,62,194,2025-07-02 16:30:51.468222+00
1000,25.8,62,195,2025-07-02 16:31:23.766899+00
1001,25.8,63,195,2025-07-02 16:31:39.17129+00
1002,25.8,63,195,2025-07-02 16:32:11.551121+00
1003,25.8,63,195,2025-07-02 16:32:26.455494+00
1004,25.8,62,195,2025-07-02 16:32:58.482318+00
1005,25.8,62,194,2025-07-02 16:33:13.76415+00
1006,25.8,62,195,2025-07-02 16:33:45.772524+00
1007,25.9,62,200,2025-07-02 16:34:01.860273+00
1008,25.9,62,195,2025-07-02 16:34:33.702754+00
1009,25.9,62,195,2025-07-02 16:34:49.108084+00
1010,25.8,62,195,2025-07-02 16:35:21.125042+00
1011,25.8,62,194,2025-07-02 16:35:36.417906+00
1012,25.8,62,195,2025-07-02 16:36:08.468375+00
1013,25.8,62,195,2025-07-02 16:36:23.805101+00
1014,25.8,63,194,2025-07-02 16:36:55.825014+00
1015,25.8,63,195,2025-07-02 16:37:11.195939+00
1016,25.8,63,194,2025-07-02 16:37:43.69014+00
1017,25.8,63,194,2025-07-02 16:37:58.560045+00
1018,25.8,63,193,2025-07-02 16:38:30.777051+00
1019,25.8,63,194,2025-07-02 16:38:46.146626+00
1020,25.7,63,194,2025-07-02 16:39:18.357478+00
1021,25.7,63,194,2025-07-02 16:39:33.615735+00
1022,25.7,63,193,2025-07-02 16:40:05.643094+00
1023,25.7,63,194,2025-07-02 16:40:20.982127+00
1024,25.7,63,192,2025-07-02 16:40:53.414523+00
1025,25.7,63,194,2025-07-02 16:41:08.783544+00
1026,25.7,63,193,2025-07-02 16:41:41.085084+00
1027,25.7,63,194,2025-07-02 16:41:56.443724+00
1028,25.7,63,193,2025-07-02 16:42:28.739317+00
1029,25.7,63,193,2025-07-02 16:42:44.486144+00
1030,25.7,63,192,2025-07-02 16:43:16.352477+00
1031,25.7,63,193,2025-07-02 16:43:31.639434+00
1032,25.7,63,192,2025-07-02 16:44:03.587118+00
1033,25.7,63,192,2025-07-02 16:44:18.929307+00
1034,25.7,63,193,2025-07-02 16:44:51.497691+00
1035,25.7,63,192,2025-07-02 16:45:06.814246+00
1036,25.7,63,192,2025-07-02 16:45:39.201867+00
1037,25.7,63,192,2025-07-02 16:45:54.580717+00
1038,25.7,63,193,2025-07-02 16:46:26.814877+00
1039,25.7,63,192,2025-07-02 16:46:42.195798+00
1040,25.7,63,192,2025-07-02 16:47:14.501912+00
1041,25.7,63,192,2025-07-02 16:47:29.857016+00
1042,25.7,63,192,2025-07-02 16:48:02.508277+00
1043,25.7,63,192,2025-07-02 16:48:17.305125+00
1044,25.7,63,192,2025-07-02 16:48:49.753254+00
1045,25.7,63,192,2025-07-02 16:49:05.182267+00
1046,25.7,63,192,2025-07-02 16:49:37.488098+00
1047,25.7,63,192,2025-07-02 16:49:52.86669+00
1048,25.7,63,192,2025-07-02 16:50:25.025217+00
1049,25.7,63,192,2025-07-02 16:50:40.33505+00
1050,25.7,63,192,2025-07-02 16:51:12.740733+00
1051,25.7,63,192,2025-07-02 16:51:28.14345+00
1052,25.7,63,192,2025-07-02 16:52:00.357621+00
1053,25.7,63,192,2025-07-02 16:52:15.615644+00
1054,25.7,63,192,2025-07-02 16:52:47.837657+00
1055,25.7,63,192,2025-07-02 16:53:03.687283+00
1056,25.7,63,192,2025-07-02 16:53:35.363116+00
1057,25.7,63,192,2025-07-02 16:53:50.715759+00
1058,25.7,63,192,2025-07-02 16:54:22.884496+00
1059,25.7,63,192,2025-07-02 16:54:38.181228+00
1060,25.7,63,192,2025-07-02 16:55:10.513549+00
1061,25.7,63,192,2025-07-02 16:55:25.894751+00
1062,25.7,63,192,2025-07-02 16:55:58.116945+00
1063,25.7,63,192,2025-07-02 16:56:13.427111+00
1064,25.7,63,192,2025-07-02 16:56:45.387246+00
1065,25.7,63,192,2025-07-02 16:57:00.665188+00
1066,25.7,63,192,2025-07-02 16:57:32.736434+00
1067,25.7,63,192,2025-07-02 16:57:48.110554+00
1068,25.7,63,192,2025-07-02 16:58:21.146804+00
1069,25.7,63,193,2025-07-02 16:58:35.794587+00
1070,25.6,63,192,2025-07-02 16:59:08.081645+00
1071,25.6,63,198,2025-07-02 16:59:23.435494+00
1072,25.6,63,192,2025-07-02 16:59:55.915939+00
1073,25.6,63,192,2025-07-02 17:00:11.21629+00
1074,25.6,63,190,2025-07-02 17:00:44.645565+00
1075,25.6,63,198,2025-07-02 17:00:58.765865+00
1076,25.6,63,190,2025-07-02 17:01:31.020024+00
1077,25.6,63,192,2025-07-02 17:01:46.391167+00
1078,25.6,63,190,2025-07-02 17:02:18.461924+00
1079,25.6,63,190,2025-07-02 17:02:33.816834+00
1080,25.6,63,190,2025-07-02 17:03:06.048489+00
1081,25.6,63,190,2025-07-02 17:03:21.777884+00
1082,25.6,63,190,2025-07-02 17:03:53.323531+00
1083,25.6,63,190,2025-07-02 17:04:08.5991+00
1084,25.6,63,190,2025-07-02 17:04:40.696782+00
1085,25.6,63,190,2025-07-02 17:04:56.086675+00
1086,25.6,63,190,2025-07-02 17:05:28.34055+00
1087,25.6,63,190,2025-07-02 17:05:43.662132+00
1088,25.6,63,190,2025-07-02 17:06:15.757143+00
1089,25.6,63,190,2025-07-02 17:06:31.129263+00
1090,25.6,63,190,2025-07-02 17:07:03.131967+00
1091,25.6,63,190,2025-07-02 17:07:18.436964+00
1092,25.6,63,190,2025-07-02 17:07:50.833141+00
1093,25.6,63,190,2025-07-02 17:08:06.1372+00
1094,25.6,63,190,2025-07-02 17:08:38.931034+00
1095,25.6,63,190,2025-07-02 17:08:53.844041+00
1096,25.6,63,190,2025-07-02 17:09:27.077924+00
1097,25.6,63,190,2025-07-02 17:09:42.400171+00
1098,25.6,63,190,2025-07-02 17:10:14.326915+00
1099,25.6,63,190,2025-07-02 17:10:29.630819+00
1100,25.6,63,190,2025-07-02 17:11:01.675641+00
1101,25.6,63,190,2025-07-02 17:11:17.050689+00
1102,25.6,63,190,2025-07-02 17:11:49.117833+00
1103,25.6,63,190,2025-07-02 17:12:04.437488+00
1104,25.6,63,190,2025-07-02 17:12:36.64932+00
1105,25.6,63,190,2025-07-02 17:12:52.035344+00
1106,25.6,63,190,2025-07-02 17:13:24.032291+00
1107,25.6,63,190,2025-07-02 17:13:39.750128+00
1108,25.6,63,190,2025-07-02 17:14:11.651302+00
1109,25.6,63,190,2025-07-02 17:14:27.008563+00
1110,25.6,63,190,2025-07-02 17:14:59.073631+00
1111,25.6,63,190,2025-07-02 17:15:14.457342+00
1112,25.6,63,190,2025-07-02 17:15:46.465983+00
1113,25.6,63,190,2025-07-02 17:16:01.741608+00
1114,25.6,63,190,2025-07-02 17:16:33.814445+00
1115,25.6,63,190,2025-07-02 17:16:49.17111+00
1116,25.6,63,190,2025-07-02 17:17:21.303762+00
1117,25.6,63,189,2025-07-02 17:17:36.66332+00
1118,25.6,63,190,2025-07-02 17:18:08.808358+00
1119,25.6,63,189,2025-07-02 17:18:24.105373+00
1120,25.6,63,189,2025-07-02 17:18:56.774932+00
1121,25.6,63,189,2025-07-02 17:19:11.580736+00
1122,25.6,63,189,2025-07-02 17:19:43.749456+00
1123,25.6,63,189,2025-07-02 17:19:59.114997+00
1124,25.6,63,189,2025-07-02 17:20:31.69143+00
1125,25.6,63,190,2025-07-02 17:20:47.152055+00
1126,25.6,63,190,2025-07-02 17:21:19.104293+00
1127,25.6,63,189,2025-07-02 17:21:34.461573+00
1128,25.6,63,189,2025-07-02 17:22:06.815228+00
1129,25.6,63,189,2025-07-02 17:22:22.097447+00
1130,25.6,63,189,2025-07-02 17:22:54.205444+00
1131,25.6,63,189,2025-07-02 17:23:09.533649+00
1132,25.6,63,189,2025-07-02 17:23:41.651099+00
1133,25.6,63,189,2025-07-02 17:23:57.648033+00
1134,25.6,63,189,2025-07-02 17:24:29.040176+00
1135,25.6,63,189,2025-07-02 17:24:44.32941+00
1136,25.6,63,189,2025-07-02 17:25:16.632828+00
1137,25.6,63,189,2025-07-02 17:25:31.959121+00
1138,25.6,63,189,2025-07-02 17:26:03.944301+00
1139,25.6,63,189,2025-07-02 17:26:19.329195+00
1140,25.6,63,189,2025-07-02 17:26:51.571571+00
1141,25.6,63,189,2025-07-02 17:27:06.869916+00
1142,25.6,63,189,2025-07-02 17:27:39.081947+00
1143,25.6,63,189,2025-07-02 17:27:54.39319+00
1144,25.6,63,189,2025-07-02 17:28:26.582365+00
1145,25.7,63,189,2025-07-02 17:28:41.950044+00
1146,25.7,63,189,2025-07-02 17:29:14.424944+00
1147,25.7,63,189,2025-07-02 17:29:29.328755+00
1148,25.7,63,189,2025-07-02 17:30:01.592176+00
1149,25.7,63,189,2025-07-02 17:30:16.977014+00
1150,25.7,63,189,2025-07-02 17:30:49.179402+00
1151,25.7,63,189,2025-07-02 17:31:04.44523+00
1152,25.6,63,189,2025-07-02 17:31:36.415404+00
1153,25.6,63,189,2025-07-02 17:31:51.777895+00
1154,25.6,63,189,2025-07-02 17:32:23.933911+00
1155,25.6,63,189,2025-07-02 17:32:39.289642+00
1156,25.6,63,189,2025-07-02 17:33:11.390504+00
1157,25.6,63,189,2025-07-02 17:33:26.703992+00
1158,25.6,63,189,2025-07-02 17:34:00.10214+00
1159,25.6,63,189,2025-07-02 17:34:15.905003+00
1160,25.6,63,189,2025-07-02 17:34:47.830278+00
1161,25.6,63,189,2025-07-02 17:35:03.158261+00
1162,25.6,63,189,2025-07-02 17:35:35.310184+00
1163,25.6,63,189,2025-07-02 17:35:50.642274+00
1164,25.6,63,189,2025-07-02 17:36:22.870576+00
1165,25.6,63,189,2025-07-02 17:36:38.166382+00
1166,25.6,63,189,2025-07-02 17:37:10.173744+00
1167,25.6,63,189,2025-07-02 17:37:25.535498+00
1168,25.6,63,189,2025-07-02 17:37:57.78148+00
1169,25.6,63,189,2025-07-02 17:38:13.133424+00
1170,25.6,63,189,2025-07-02 17:38:45.190458+00
1171,25.6,63,189,2025-07-02 17:39:00.585498+00
1172,25.6,63,189,2025-07-02 17:39:33.06053+00
1173,25.6,63,189,2025-07-02 17:39:47.860798+00
1174,25.6,63,189,2025-07-02 17:40:19.926511+00
1175,25.6,63,189,2025-07-02 17:40:35.222627+00
1176,25.6,63,188,2025-07-02 17:41:07.457385+00
1177,25.6,63,189,2025-07-02 17:41:22.86372+00
1178,25.6,63,188,2025-07-02 17:41:55.184988+00
1179,25.6,63,189,2025-07-02 17:42:10.536257+00
1180,25.6,63,188,2025-07-02 17:42:42.676842+00
1181,25.6,63,189,2025-07-02 17:42:57.97139+00
1182,25.6,63,189,2025-07-02 17:43:30.115487+00
1183,25.6,63,188,2025-07-02 17:43:45.390384+00
1184,25.6,63,188,2025-07-02 17:44:17.650341+00
1185,25.6,63,188,2025-07-02 17:44:33.522048+00
1186,25.6,63,189,2025-07-02 17:45:05.13678+00
1187,25.6,63,188,2025-07-02 17:45:20.469677+00
1188,25.6,63,188,2025-07-02 17:45:52.54181+00
1189,25.6,63,188,2025-07-02 17:46:07.851651+00
1190,25.6,63,188,2025-07-02 17:46:40.298264+00
1191,25.6,63,188,2025-07-02 17:46:55.604499+00
1192,25.6,63,188,2025-07-02 17:47:28.260471+00
1193,25.6,63,188,2025-07-02 17:47:43.655739+00
1194,25.6,63,188,2025-07-02 17:48:15.68644+00
1195,25.6,63,188,2025-07-02 17:48:31.007658+00
1196,25.6,63,188,2025-07-02 17:49:03.024069+00
1197,25.6,63,188,2025-07-02 17:49:18.301776+00
1198,25.6,63,188,2025-07-02 17:49:50.802379+00
1199,25.6,63,188,2025-07-02 17:50:05.601808+00
1200,25.5,63,188,2025-07-02 17:50:38.100068+00
1201,25.5,63,188,2025-07-02 17:50:53.412061+00
1202,25.5,63,188,2025-07-02 17:51:25.421712+00
1203,25.5,63,188,2025-07-02 17:51:40.716605+00
1204,25.5,63,188,2025-07-02 17:52:12.94868+00
1205,25.5,63,188,2025-07-02 17:52:28.231542+00
1206,25.5,63,188,2025-07-02 17:53:00.452778+00
1207,25.4,63,188,2025-07-02 17:53:15.794543+00
1208,25.4,63,188,2025-07-02 17:53:47.854871+00
1209,25.4,63,188,2025-07-02 17:54:03.193227+00
1210,25.4,63,188,2025-07-02 17:54:35.377857+00
1211,25.4,63,188,2025-07-02 17:54:50.756067+00
1212,25.4,63,188,2025-07-02 17:55:23.804445+00
1213,25.4,63,188,2025-07-02 17:55:38.744053+00
1214,25.4,63,188,2025-07-02 17:56:11.023283+00
1215,25.4,63,188,2025-07-02 17:56:26.373484+00
1216,25.4,63,188,2025-07-02 17:56:58.65081+00
1217,25.3,63,188,2025-07-02 17:57:13.975083+00
1218,25.3,64,188,2025-07-02 17:57:45.994206+00
1219,25.3,64,188,2025-07-02 17:58:01.250389+00
1220,25.3,64,188,2025-07-02 17:58:33.651995+00
1221,25.3,64,188,2025-07-02 17:58:48.959271+00
1222,25.3,64,186,2025-07-02 17:59:21.266362+00
1223,25.3,64,187,2025-07-02 17:59:36.587013+00
1224,25.3,64,187,2025-07-02 18:00:08.606213+00
1225,25.4,64,152,2025-07-02 18:05:54.444681+00
1226,25.5,64,153,2025-07-02 18:06:09.128526+00
1227,25.6,64,152,2025-07-02 18:06:41.009135+00
1228,25.6,63,151,2025-07-02 18:06:56.315207+00
1229,25.6,63,151,2025-07-02 18:07:28.394695+00
1230,25.6,63,151,2025-07-02 18:07:43.671095+00
1231,25.6,63,154,2025-07-02 18:08:15.958686+00
1232,25.5,63,156,2025-07-02 18:08:31.371108+00
1233,25.5,63,157,2025-07-02 18:09:03.190162+00
1234,25.5,63,157,2025-07-02 18:09:18.547651+00
1235,25.5,63,158,2025-07-02 18:09:50.858926+00
1236,25.4,63,177,2025-07-02 18:15:47.010899+00
1237,25.4,63,176,2025-07-02 18:16:01.485874+00
1238,25.4,63,176,2025-07-02 18:16:16.667712+00
1239,25.4,63,176,2025-07-02 18:16:31.79625+00
1240,25.3,63,176,2025-07-02 18:16:46.918881+00
1241,25.3,63,176,2025-07-02 18:17:02.10122+00
1242,25.3,63,176,2025-07-02 18:17:17.173781+00
1243,25.3,63,176,2025-07-02 18:17:32.307243+00
1244,25.3,63,176,2025-07-02 18:17:47.439726+00
1245,25.3,63,176,2025-07-02 18:18:02.577851+00
1246,25.3,63,176,2025-07-02 18:18:17.699003+00
1247,25.3,63,176,2025-07-02 18:18:32.8137+00
1248,25.3,63,176,2025-07-02 18:18:47.944756+00
1249,25.3,63,176,2025-07-02 18:19:03.136038+00
1250,25.3,63,176,2025-07-02 18:19:18.207001+00
1251,25.3,63,176,2025-07-02 18:19:33.342878+00
1252,25.3,63,177,2025-07-02 18:19:48.453685+00
1253,25.3,63,177,2025-07-02 18:20:03.559714+00
1254,25.3,63,177,2025-07-02 18:20:18.705724+00
1255,25.3,63,177,2025-07-02 18:20:33.849043+00
1256,25.3,63,177,2025-07-02 18:20:49.423575+00
1257,25.3,63,177,2025-07-02 18:21:04.045827+00
1258,25.3,63,177,2025-07-02 18:21:19.234399+00
1259,25.3,63,177,2025-07-02 18:21:34.390748+00
1260,25.3,63,177,2025-07-02 18:21:49.511346+00
1261,25.3,63,177,2025-07-02 18:22:04.634857+00
1262,25.3,63,177,2025-07-02 18:22:19.77959+00
1263,25.3,63,177,2025-07-02 18:22:34.920098+00
1264,25.3,63,177,2025-07-02 18:22:50.106307+00
1265,25.3,63,177,2025-07-02 18:23:05.322367+00
1266,25.3,63,177,2025-07-02 18:23:20.542803+00
1267,25.3,63,177,2025-07-02 18:23:35.769784+00
1268,25.3,63,178,2025-07-02 18:23:50.88543+00
1269,25.3,63,177,2025-07-02 18:24:06.031352+00
1270,25.3,63,177,2025-07-02 18:24:21.189431+00
1271,25.3,63,177,2025-07-02 18:24:36.323508+00
1272,25.3,63,177,2025-07-02 18:24:51.441292+00
1273,25.3,63,177,2025-07-02 18:25:06.576396+00
1274,25.3,63,177,2025-07-02 18:25:21.688827+00
1275,25.3,63,177,2025-07-02 18:25:36.874526+00
1276,25.3,63,177,2025-07-02 18:25:52.519184+00
1277,25.3,63,177,2025-07-02 18:26:07.175932+00
1278,25.3,63,178,2025-07-02 18:26:22.36648+00
1279,25.3,63,177,2025-07-02 18:26:37.478861+00
1280,25.3,63,178,2025-07-02 18:26:52.616745+00
1281,25.3,63,177,2025-07-02 18:27:07.859341+00
1282,25.3,63,178,2025-07-02 18:27:23.090523+00
1283,25.3,63,178,2025-07-02 18:27:38.191787+00
1284,25.3,63,178,2025-07-02 18:27:53.423032+00
1285,25.3,63,178,2025-07-02 18:28:08.551085+00
1286,25.3,63,178,2025-07-02 18:28:23.736095+00
1287,25.3,63,178,2025-07-02 18:28:38.94721+00
1288,25.3,63,178,2025-07-02 18:28:54.126509+00
1289,25.3,63,180,2025-07-02 18:29:09.309964+00
1290,25.3,63,178,2025-07-02 18:29:24.387955+00
1291,25.3,63,178,2025-07-02 18:29:39.552665+00
1292,25.3,63,178,2025-07-02 18:29:54.758741+00
1293,25.4,63,180,2025-07-02 18:30:09.903048+00
1294,25.4,63,180,2025-07-02 18:30:25.06283+00
1295,25.4,63,178,2025-07-02 18:30:40.195314+00
1296,25.4,63,178,2025-07-02 18:30:55.790866+00
1297,25.4,63,178,2025-07-02 18:31:10.419875+00
1298,25.4,63,178,2025-07-02 18:31:25.618998+00
1299,25.4,63,180,2025-07-02 18:31:40.724477+00
1300,25.4,63,180,2025-07-02 18:31:55.851449+00
1301,25.4,63,178,2025-07-02 18:32:11.544488+00
1302,25.4,63,178,2025-07-02 18:32:27.365152+00
1303,25.4,63,177,2025-07-02 18:32:42.434883+00
1304,25.4,63,178,2025-07-02 18:32:57.585735+00
1305,25.4,63,178,2025-07-02 18:33:12.711242+00
1306,25.4,63,180,2025-07-02 18:33:27.847014+00
1307,25.4,63,178,2025-07-02 18:33:42.957774+00
1308,25.3,63,178,2025-07-02 18:33:58.226413+00
1309,25.3,63,178,2025-07-02 18:34:13.379179+00
1310,25.3,63,178,2025-07-02 18:34:28.564557+00
1311,25.4,63,180,2025-07-02 18:35:59.44855+00
1312,25.4,63,180,2025-07-02 18:36:14.567232+00
1313,25.4,63,180,2025-07-02 18:36:29.818779+00
1314,25.4,63,186,2025-07-02 18:36:45.208486+00
1315,25.4,63,180,2025-07-02 18:37:00.544771+00
1316,25.4,63,180,2025-07-02 18:38:31.40107+00
1317,25.4,63,180,2025-07-02 18:38:46.54611+00
