id,suhu,kelembapan,gas,waktu
715,19.6,62,194,13:34.4
716,19.6,62,195,13:49.6
717,19.6,62,194,14:04.7
718,19.6,62,200,14:22.7
719,19.6,62,196,14:35.4
720,19.6,62,195,14:50.7
721,19.6,62,196,15:05.8
722,19.6,62,196,15:21.0
723,19.6,62,196,15:36.2
724,19.7,62,197,15:51.3
725,19.7,62,196,16:06.6
726,19.7,62,197,16:21.9
727,19.7,62,197,16:37.0
728,19.7,62,198,16:52.1
729,19.7,62,198,17:07.2
730,19.7,62,198,17:22.3
731,19.7,62,198,17:37.4
732,19.7,62,198,17:52.6
733,19.7,62,198,18:07.7
734,19.7,62,199,18:23.4
735,19.7,62,199,18:37.9
736,19.7,62,199,18:53.1
737,19.7,62,199,19:08.2
738,19.7,62,199,19:23.3
739,19.7,62,199,19:38.4
740,19.7,62,199,19:53.6
741,19.8,62,199,20:08.7
742,19.8,62,199,20:23.8
743,19.8,62,199,20:39.0
744,19.8,62,199,20:54.1
745,19.8,62,199,21:09.2
746,19.8,62,199,21:24.3
747,19.8,62,199,21:39.5
748,19.9,62,199,21:54.6
749,19.9,62,199,22:09.7
750,20,62,199,22:24.8
751,20,62,199,22:40.0
752,20,63,199,22:55.1
753,20.1,63,199,23:10.2
754,20.1,63,199,23:26.0
755,20.1,63,199,23:40.4
756,20.1,63,199,23:55.6
757,20.1,63,199,24:10.7
758,20.2,63,199,24:25.8
759,20.2,63,199,24:41.0
760,20.2,63,199,24:56.1
761,20.2,63,199,25:11.2
762,20.2,63,200,25:26.4
763,20.2,63,200,25:41.5
764,20.2,63,200,25:56.6
765,20.2,63,200,26:11.9
766,20.3,64,200,26:26.8
767,20.3,64,200,26:42.0
768,20.3,64,200,26:57.1
769,20.3,64,200,27:12.2
770,20.3,64,200,27:27.3
771,20.3,64,200,27:42.5
772,20.3,65,200,27:57.7
773,20.4,65,200,28:12.7
774,20.4,65,200,28:28.5
775,20.4,65,197,28:42.9
776,20.4,65,198,28:58.1
777,20.4,65,197,29:13.3
778,20.4,65,197,29:28.4
779,20.4,65,198,29:43.5
780,20.4,65,197,29:58.6
781,20.4,65,198,30:13.7
782,20.4,65,198,30:28.8
783,20.4,65,198,30:43.9
784,20.4,65,198,30:59.1
785,20.4,65,199,31:14.2
786,20.4,65,198,31:29.3
787,20.4,65,198,31:44.4
788,20.4,65,198,31:59.5
789,20.5,65,198,32:14.6
790,20.5,66,198,32:29.8
791,20.5,66,199,32:45.1
792,20.5,66,198,33:00.2
793,20.5,66,199,33:15.3
794,20.5,66,198,33:31.5
795,20.5,66,198,33:45.6
796,20.5,65,198,34:00.8
797,20.5,65,198,34:15.9
798,20.5,65,198,34:31.0
799,20.5,65,199,34:46.3
800,20.5,65,199,35:01.5
801,20.6,65,199,35:16.6
802,20.6,65,199,35:31.8
803,20.6,65,198,35:47.0
804,20.6,66,199,36:02.2
805,20.6,66,199,36:17.3
806,20.7,66,199,36:32.5
807,20.7,66,199,36:47.8
808,20.7,66,199,37:03.0
809,20.7,66,199,37:18.2
810,20.7,66,206,37:33.6
811,20.7,66,199,37:48.7
812,20.7,66,198,38:03.9
813,20.7,66,199,38:19.0
814,20.7,66,198,38:35.2
815,20.7,66,199,39:37.6
816,20.7,66,199,39:52.8
817,20.7,66,199,40:08.0
818,20.7,66,197,40:23.1
819,20.8,66,197,40:38.2
820,20.8,66,197,40:53.4
821,20.8,66,197,41:08.5
822,20.7,67,198,41:23.7
823,20.7,66,198,41:38.6
824,20.7,66,186,41:53.9
825,20.7,66,186,42:09.0
826,20.7,66,186,42:24.1
827,20.8,66,186,42:39.2
828,20.8,66,186,42:54.4
829,20.8,67,186,43:09.4
830,20.8,67,187,43:24.6
831,20.8,67,186,43:40.6
832,20.8,67,186,43:54.7
833,20.8,67,192,44:10.1
834,20.8,67,192,44:25.7
835,20.8,67,187,44:40.8
836,20.8,68,187,44:55.9
837,20.9,68,188,45:11.0
838,20.9,68,187,45:26.1
839,20.9,68,188,45:41.2
840,20.9,68,188,45:56.3
841,20.9,68,188,46:11.5
842,20.9,68,188,46:26.6
843,21,68,189,46:41.7
844,21,68,189,46:56.8
845,21,68,189,47:12.0
846,21,68,189,47:27.2
847,21,68,189,47:42.4
848,21,68,189,47:57.5
849,21,67,189,48:12.6
850,21,67,189,48:27.8
851,21,67,193,48:43.6
852,21,67,190,48:57.9
853,21,67,190,49:13.1
854,21,67,190,49:28.3
855,21,68,190,49:43.3
856,21,68,190,49:58.4
857,21,68,190,50:13.6
858,21,68,190,50:28.7
859,21.1,68,190,50:43.8
860,21.1,68,190,50:58.9
861,21.1,68,190,51:14.2
862,21.1,68,190,51:29.1
863,21.1,68,190,51:44.4
864,21.1,68,190,51:59.7
865,21.1,68,190,52:14.9
866,21.1,68,190,52:30.1
867,21.1,68,190,52:45.1
868,21.1,68,190,53:00.3
869,21.1,68,190,53:15.4
870,21.1,68,190,53:30.5
871,21.1,68,190,53:46.6
872,21.2,68,190,54:00.8
873,21.2,68,190,54:16.1
874,21.2,67,190,54:31.0
875,21.2,67,190,54:46.2
876,21.2,67,192,55:01.3
877,21.2,67,192,55:16.4
878,21.2,67,192,55:31.6
879,21.2,67,192,55:46.8
880,21.2,67,192,56:01.7
881,21.2,67,192,56:16.9
882,21.2,67,192,56:32.1
883,21.2,67,192,56:47.2
884,21.2,67,192,57:02.3
885,21.2,67,192,57:17.5
886,21.2,67,192,57:32.7
887,21.2,67,192,57:47.8
888,21.2,67,192,58:03.0
889,21.2,67,192,58:18.0
890,21.2,67,192,58:33.2
891,21.2,67,192,58:49.0
892,21.3,67,192,59:03.4
893,21.3,67,192,59:18.5
894,21.3,67,192,59:33.6
895,21.3,67,192,59:48.8
896,21.3,67,192,00:04.0
897,21.3,67,192,00:18.9
898,21.3,67,192,00:34.4
899,21.3,67,192,00:49.3
900,21.3,67,192,01:04.6
901,21.3,67,192,01:19.7
902,21.3,67,192,01:35.1
903,21.3,67,192,01:50.1
904,21.3,67,192,02:05.2
905,21.3,67,192,02:20.6
906,21.3,66,192,02:35.5
907,21.3,66,192,02:50.9
908,21.3,66,192,03:06.0
909,21.3,66,192,03:21.4
910,21.3,66,192,03:36.4
911,21.3,66,192,03:52.3
912,21.3,66,192,04:06.6
913,21.3,66,192,04:21.8
914,21.3,66,192,04:36.9
915,21.3,66,192,04:52.2
916,21.3,66,192,05:07.2
917,21.3,66,192,05:22.6
918,21.3,66,192,05:37.7
919,21.3,66,192,05:52.9
920,21.3,66,198,06:08.2
921,21.3,66,192,06:23.3
922,21.3,66,192,06:38.4
923,21.3,66,192,06:53.8
924,21.4,66,192,07:09.1
925,21.4,66,193,07:24.0
926,21.4,66,193,07:39.2
927,21.4,66,192,07:54.4
928,21.4,66,192,08:09.5
929,21.4,66,192,08:24.6
930,21.4,66,192,08:39.8
931,21.4,66,193,08:55.5
932,21.4,66,192,09:09.9
933,21.4,66,192,09:25.2
934,21.4,66,192,09:40.3
935,21.4,66,193,09:55.5
936,21.4,66,193,10:10.6
937,21.4,66,192,10:25.8
938,21.4,66,193,10:41.0
939,21.4,65,193,10:56.2
940,21.4,65,193,11:11.6
941,21.4,65,195,11:26.8
942,21.4,65,194,11:41.9
943,21.4,65,194,11:57.1
944,21.4,65,194,12:12.4
945,21.4,65,194,12:27.7
946,21.4,65,193,12:42.7
947,21.4,65,194,12:57.9
948,21.4,65,194,13:13.6
949,21.4,65,194,13:28.5
950,21.4,65,195,13:43.7
951,21.4,65,195,13:59.8
952,21.4,65,195,14:14.0
953,21.4,65,194,14:29.3
954,21.4,65,195,14:44.4
955,21.4,65,195,14:59.5
956,21.5,65,195,15:14.8
957,21.5,65,195,15:29.8
958,21.5,65,195,15:44.9
959,21.5,65,195,16:00.1
960,21.5,65,196,16:15.1
961,21.5,65,195,16:30.3
962,21.5,65,196,16:45.4
963,21.5,65,195,17:00.7
964,21.5,65,195,17:16.0
965,21.5,65,195,17:30.9
966,21.5,65,196,17:46.1
967,21.5,65,196,18:01.3
968,21.5,65,195,18:16.5
969,21.5,65,196,18:31.6
970,21.5,65,196,18:46.8
971,21.5,65,195,19:02.6
972,21.5,65,196,19:16.9
973,21.5,65,196,19:32.1
974,21.5,65,196,19:47.3
975,21.5,65,196,20:02.4
976,21.5,65,196,20:17.6
977,21.5,65,196,20:32.7
978,21.5,65,196,20:48.0
979,21.5,65,196,21:03.2
980,21.6,65,196,21:18.1
981,21.6,65,196,21:33.4
982,21.6,65,196,21:48.5
983,21.6,65,196,22:03.6
984,21.6,65,196,22:18.7
985,21.6,65,196,22:33.9
986,21.6,65,197,22:49.0
987,21.6,65,196,23:04.1
988,21.6,65,196,23:19.3
989,21.6,65,197,23:34.4
990,21.6,65,196,23:49.4
991,21.6,65,196,24:05.2
992,21.6,65,196,24:19.7
993,21.6,65,196,24:34.9
994,21.6,65,196,24:50.0
995,21.6,65,197,25:05.1
996,21.6,65,197,25:20.2
997,21.6,65,196,25:35.4
998,21.6,65,196,25:50.5
999,21.6,65,196,26:05.6
1000,21.6,65,196,26:20.8
1001,21.6,65,196,26:35.9
1002,21.6,65,196,26:51.0
1003,21.6,64,196,27:06.3
1004,21.6,64,196,27:21.4
1005,21.6,64,196,27:36.6
1006,21.6,64,196,27:51.7
1007,21.6,64,196,28:06.8
1008,21.6,64,196,28:22.0
1009,21.6,64,196,28:37.3
1010,21.6,64,196,28:52.5
1011,21.6,64,196,29:08.5
1012,21.6,64,196,29:22.9
1013,21.6,64,196,29:38.1
1014,21.6,64,196,29:53.2
1015,21.6,64,196,30:08.3
1016,21.6,64,195,30:23.5
1017,21.6,64,196,30:38.7
1018,21.6,64,196,30:53.9
1019,21.6,64,196,31:09.0
1020,21.6,64,195,31:24.2
1021,21.6,64,195,31:39.3
1022,21.6,64,195,31:54.5
1023,21.6,64,196,32:09.7
1024,21.6,64,195,32:24.8
1025,21.6,64,195,32:39.9
1026,21.6,64,196,32:55.1
1027,21.6,64,195,33:10.2
1028,21.6,64,195,33:25.3
1029,21.6,64,195,33:40.5
1030,21.6,64,195,33:55.8
1031,21.6,64,195,34:11.5
1032,21.6,64,195,34:26.0
1033,21.6,64,195,34:41.3
1034,21.6,64,195,34:56.4
1035,21.6,64,196,35:11.6
1036,21.6,64,195,35:26.9
1037,21.6,64,196,35:41.9
1038,21.6,64,195,35:57.1
1039,21.6,64,196,36:12.2
1040,21.6,64,195,36:27.3
1041,21.6,64,195,36:42.5
1042,21.6,64,195,36:57.6
1043,21.6,64,195,37:12.8
1044,21.6,64,195,37:27.9
1045,21.6,64,195,37:43.0
1046,21.6,64,195,37:58.1
1047,21.6,64,195,38:13.3
1048,21.6,64,195,38:28.4
1049,21.6,64,195,38:43.6
1050,21.6,64,195,38:58.7
1051,21.6,64,195,39:14.5
1052,21.6,64,195,39:28.9
1053,21.6,64,195,39:44.1
1054,21.6,64,195,39:59.3
1055,21.6,64,195,40:14.4
1056,21.6,64,195,40:29.6
1057,21.6,64,195,40:44.8
1058,21.7,64,195,40:59.9
1059,21.7,63,195,41:15.8
1060,21.7,63,195,41:30.7
1061,21.7,63,195,41:45.9
1062,21.7,63,195,42:01.1
1063,21.7,63,195,42:16.3
1064,21.7,63,195,42:31.5
1065,21.7,63,195,42:46.6
1066,21.7,63,195,43:01.7
1067,21.7,63,195,43:17.0
1068,21.7,63,195,43:32.0
1069,21.7,63,195,43:47.2
1070,21.7,63,195,44:02.4
1071,21.7,63,195,44:18.3
1072,21.7,63,195,44:32.8
1073,21.7,63,195,44:48.0
1074,21.7,63,195,45:03.1
1075,21.8,63,195,45:18.2
1076,21.8,63,195,45:33.3
1077,21.8,63,195,45:48.5
1078,21.8,64,195,46:03.6
1079,21.8,64,195,46:18.8
1080,21.8,64,195,46:33.9
1081,21.8,64,195,46:49.0
1082,21.8,64,195,47:04.2
1083,21.8,64,195,47:19.3
1084,21.8,64,195,47:34.5
1085,21.8,64,195,47:49.8
1086,21.8,64,195,48:04.9
1087,21.8,64,195,48:20.1
1088,21.8,64,194,48:35.4
1089,21.8,64,194,48:50.6
1090,21.8,64,195,49:05.6
1091,21.8,64,194,49:21.9
1092,21.8,64,194,49:36.1
1093,21.8,64,195,49:51.2
1094,21.8,64,195,50:06.5
1095,21.8,64,194,50:21.6
1096,21.8,64,195,50:36.8
1097,21.8,64,194,50:51.9
1098,21.8,64,194,51:07.1
1099,21.8,64,194,51:22.2
1100,21.8,64,194,51:37.6
1101,21.8,64,194,51:52.8
1102,21.8,64,194,52:07.8
1103,21.8,64,195,52:23.1
1104,21.8,64,194,52:38.3
1105,21.8,64,195,52:53.4
1106,21.8,64,194,53:08.5
1107,21.8,64,195,53:23.6
1108,21.8,64,195,53:38.9
1109,21.8,64,194,53:54.1
1110,21.8,64,194,54:09.4
1111,21.8,64,199,54:25.3
1112,21.8,64,194,54:39.7
1113,21.8,64,194,54:55.1
1114,21.8,64,194,55:10.3
1115,21.8,64,194,55:25.6
1116,21.8,64,194,55:40.8
1117,21.8,64,199,55:56.7
1118,21.8,64,195,56:11.6
1119,21.8,64,194,56:27.0
1120,21.8,64,194,56:42.5
1121,21.8,64,194,56:57.5
1122,21.8,64,194,57:12.7
1123,21.8,64,195,57:27.9
1124,21.8,64,195,57:43.1
1125,21.8,64,194,57:58.0
1126,21.8,64,194,58:13.3
1127,21.8,64,195,58:28.7
1128,21.8,64,195,58:44.0
1129,21.8,64,195,58:59.0
1130,21.9,64,194,59:14.3
1131,21.9,64,195,59:30.5
1132,21.9,64,194,59:44.7
1133,21.9,64,194,59:59.8
1134,21.9,64,194,00:15.1
1135,21.9,64,194,00:30.5
1136,21.9,64,195,00:45.6
1137,21.9,64,194,01:00.9
1138,21.9,64,194,01:16.1
1139,21.9,64,194,01:31.4
1140,21.9,64,194,01:46.6
1141,21.9,64,194,02:01.8
1142,21.9,64,195,02:17.1
1143,21.9,64,194,02:32.3
1144,21.9,64,194,02:47.5
1145,21.9,64,194,03:02.9
1146,21.9,64,194,03:18.1
1147,21.9,64,195,03:33.5
1148,21.9,64,194,03:48.5
1149,21.9,64,193,04:03.6
1150,21.9,64,194,04:18.8
1151,21.9,64,194,04:34.6
1152,21.9,64,194,04:49.0
1153,21.9,64,194,05:04.1
1154,21.9,64,195,05:19.3
1155,21.9,64,193,05:34.4
1156,21.9,64,194,05:49.5
1157,21.9,64,194,06:04.7
1158,21.9,64,194,06:19.8
1159,21.9,64,195,06:34.9
1160,21.9,64,195,06:50.1
1161,21.9,64,194,07:05.4
1162,21.9,64,194,07:20.3
1163,21.9,64,194,07:35.5
1164,21.9,64,193,07:50.7
1165,21.9,64,193,08:05.8
1166,21.9,64,194,08:20.9
1167,21.9,64,194,08:36.1
1168,21.9,64,195,08:51.2
1169,21.9,64,194,09:06.4
1170,21.9,64,193,09:21.5
1171,21.9,64,194,09:37.4
1172,21.9,64,193,09:51.7
1173,21.9,64,194,10:06.9
1174,21.9,64,194,10:22.1
1175,21.9,64,193,10:37.4
1176,21.9,64,194,10:52.7
1177,21.9,64,193,11:07.8
1178,21.9,64,194,11:23.0
1179,21.9,64,193,11:38.1
1180,21.9,64,194,11:53.3
1181,21.9,64,194,12:08.4
1182,21.9,64,193,12:23.5
1183,21.9,64,193,12:38.7
1184,21.9,64,194,12:53.8
1185,21.9,64,194,13:08.9
1186,21.9,64,193,13:24.1
1187,21.9,64,193,13:39.2
1188,21.9,64,193,13:54.4
1189,21.9,64,193,14:10.7
1190,21.9,64,193,14:25.1
1191,21.9,64,193,14:41.2
1192,21.9,64,193,14:55.6
1193,21.9,64,193,15:11.0
1194,21.9,64,193,15:26.2
1195,21.9,64,193,15:41.3
1196,21.9,64,194,15:56.5
1197,21.9,64,193,16:11.7
1198,21.9,64,194,16:26.8
1199,21.9,64,193,16:42.1
1200,21.9,64,193,16:57.4
1201,21.9,64,192,17:12.7
1202,21.9,64,193,17:27.9
1203,21.9,64,193,17:43.1
1204,21.9,64,194,17:58.2
1205,21.9,64,193,18:13.3
1206,21.9,64,193,18:28.5
1207,21.9,64,192,18:43.6
1208,21.9,64,193,18:58.7
1209,21.9,64,194,19:13.9
1210,21.9,64,193,19:29.0
1211,21.9,64,192,19:44.9
1212,21.9,64,193,19:59.2
1213,21.9,64,193,20:14.4
1214,21.9,64,193,20:29.5
1215,21.9,64,192,20:44.6
1216,21.9,64,192,20:59.8
1217,21.9,64,192,21:14.9
1218,22,64,192,21:30.3
1219,22,64,199,21:45.3
1220,22,64,199,22:00.4
1221,21.9,64,193,22:15.7
1222,22,64,192,22:30.9
1223,22,64,192,22:46.0
1224,22,64,192,23:01.1
1225,22,64,192,23:16.2
1226,22,64,192,23:42.1
1227,22,64,192,23:46.7
1228,22,64,192,24:01.6
1229,22,64,192,24:16.8
1230,22,64,193,24:31.9
1231,22,64,192,24:48.1
1232,22,64,192,25:02.5
1233,22,64,192,25:17.8
1234,22,64,192,25:33.0
1235,22,64,192,25:49.0
1236,22,64,199,26:04.6
1237,22,64,192,26:19.2
1238,22,64,192,26:34.4
1239,22,64,192,26:49.5
1240,22,64,192,27:04.6
1241,22,64,192,27:19.7
1242,22,64,192,27:34.9
1243,22,64,192,27:50.0
1244,22,64,192,28:05.1
1245,22,64,199,28:27.9
1246,22,64,199,28:36.9
1247,22,64,192,28:51.5
1248,22,64,193,29:06.6
1249,22.1,64,192,29:21.7
1250,22.1,64,192,29:36.9
1251,22.1,64,192,29:52.7
1252,22.1,64,192,30:07.1
1253,22.1,64,192,30:22.3
1254,22.1,64,192,30:37.5
1255,22.1,64,192,30:52.6
1256,22.1,64,192,31:07.7
1257,22.1,64,193,31:22.9
1258,22.1,64,192,31:38.0
1259,22.1,64,192,31:53.2
1260,22.1,64,192,32:08.3
1261,22.1,64,192,32:23.5
1262,22.1,64,195,32:38.7
1263,22.1,64,194,32:53.6
1264,22.1,64,193,33:08.8
1265,22.1,64,192,33:24.0
1266,22.1,64,192,33:39.1
1267,22.1,64,192,33:54.3
1268,22.1,64,192,34:09.6
1269,22.1,64,192,34:24.5
1270,22.1,64,192,34:39.7
1271,22.1,64,192,34:55.6
1272,22.1,64,192,35:10.0
1273,22.1,64,192,35:25.3
1274,22.1,64,192,35:40.5
1275,22.1,64,192,35:55.6
1276,22.1,64,192,36:10.7
1277,22.1,64,190,36:25.8
1278,22.1,64,192,36:40.9
1279,22.1,64,192,36:56.1
1280,22.1,64,192,37:11.2
1281,22.1,64,192,37:26.3
1282,22.1,64,190,37:41.5
1283,22.2,64,192,37:56.6
1284,22.2,64,190,38:11.8
1285,22.1,64,192,38:27.0
1286,22.1,64,192,38:42.3
1287,22.1,64,190,38:57.6
1288,22.1,64,190,39:12.9
1289,22.1,64,190,39:28.1
1290,22.1,64,190,39:43.8
1291,22.1,64,190,39:59.1
1292,22.1,64,190,40:13.5
1293,22.1,64,190,40:28.6
1294,22.1,64,190,40:43.8
1295,22.1,64,190,40:59.0
1296,22.1,64,190,41:14.1
1297,22.1,64,190,41:29.2
1298,22.1,64,190,41:44.3
1299,22.1,64,190,41:59.5
1300,22.1,64,190,42:14.6
1301,22.1,64,190,42:29.7
1302,22.1,64,190,42:44.8
1303,22.1,64,190,43:00.0
1304,22.1,64,197,43:16.3
1305,22.1,64,190,43:30.7
1306,22.1,64,190,43:45.9
1307,22.1,64,190,44:01.1
1308,22.1,64,190,44:16.1
1309,22.1,64,190,44:31.3
1310,22.1,64,190,44:46.4
1311,22.1,64,190,45:03.2
1312,22.1,64,190,45:16.7
1313,22.1,64,190,45:31.9
1314,22.1,64,190,45:47.0
1315,22.1,64,190,46:02.1
1316,22.1,64,190,46:17.3
1317,22.1,64,190,46:32.5
1318,22.1,64,190,46:47.6
1319,22.1,64,190,47:02.7
1320,22.1,64,190,47:17.8
1321,22.1,64,190,47:33.1
1322,22.1,64,190,47:48.6
1323,22.1,64,190,48:03.6
1324,22.1,64,190,48:18.8
1325,22.1,64,190,48:34.1
1326,22.1,64,190,48:49.1
1327,22.1,64,190,49:04.4
1328,22.1,64,190,49:19.5
1329,22.1,64,190,49:34.7
1330,22.1,64,190,49:49.8
1331,22.1,64,190,50:05.8
1332,22.1,64,190,50:20.0
1333,22.1,64,190,50:35.3
1334,22.1,64,190,50:50.6
1335,22.1,64,197,51:06.5
1336,22.1,64,190,51:21.3
1337,22.1,64,190,51:36.6
1338,22.1,64,190,51:51.9
1339,22.1,64,190,52:07.2
1340,22.1,64,190,52:22.2
1341,22.1,64,197,52:37.9
1342,22.1,64,190,52:53.2
1343,22.1,64,197,53:09.8
1344,22.1,64,197,53:24.8
1345,22.1,64,190,53:40.5
1346,22.1,64,197,53:56.4
1347,22.1,64,196,54:12.1
1348,22.1,64,189,54:27.0
1349,22.2,64,189,54:42.1
1350,22.2,64,189,54:57.2
1351,22.2,64,189,55:13.1
1352,22.2,64,189,55:27.5
1353,22.2,64,189,55:42.7
1354,22.2,64,189,55:57.8
1355,22.2,64,189,56:12.9
1356,22.2,64,189,56:28.0
1357,22.2,64,189,56:43.2
1358,22.2,64,189,56:58.3
1359,22.2,64,189,57:13.4
1360,22.2,64,189,57:28.8
1361,22.2,64,189,57:44.0
1362,22.2,64,189,57:59.1
1363,22.2,64,189,58:14.2
1364,22.2,64,189,58:29.3
1365,22.2,64,189,58:44.4
1366,22.2,64,189,58:59.5
1367,22.2,64,189,59:14.6
1368,22.2,64,189,59:29.8
1369,22.2,64,189,59:44.9
1370,22.1,64,189,00:00.1
1371,22.1,64,189,00:15.9
1372,22.1,64,189,00:30.3
1373,22.1,64,189,00:45.5
1374,22.1,64,188,01:00.6
1375,22.2,64,189,01:15.7
1376,22.2,64,189,01:30.9
1377,22.2,64,189,01:46.0
1378,22.2,64,188,02:01.3
1379,22.2,64,188,02:16.5
1380,22.1,64,188,02:31.7
1381,22.1,64,188,02:46.9
1382,22.1,64,188,03:02.0
1383,22.1,64,188,03:17.2
1384,22.1,64,188,03:32.3
1385,22.1,64,188,03:47.5
1386,22.1,64,188,04:02.8
1387,22.1,64,196,04:19.1
1388,22.2,64,188,04:33.3
1389,22.2,64,188,04:48.6
1390,22.2,64,188,05:03.9
1391,22.2,64,188,05:19.8
1392,22.2,64,189,05:34.2
1393,22.2,64,188,05:49.5
1394,22.2,64,188,06:04.5
1395,22.2,64,188,06:19.7
1396,22.2,64,189,06:34.9
1397,22.2,64,188,06:49.9
1398,22.2,64,188,07:05.0
1399,22.2,64,196,07:21.2
1400,22.2,64,188,07:35.8
1401,22.2,64,188,07:51.3
1402,22.2,64,189,08:08.9
1403,22.2,64,195,08:21.5
1404,22.2,64,188,08:36.8
1405,22.2,64,188,08:52.4
1406,22.2,64,188,09:07.2
1407,22.2,64,188,09:24.0
1408,22.2,64,188,09:38.4
1409,22.2,64,188,09:54.1
1410,22.2,64,188,10:08.7
1411,22.2,64,188,10:24.9
1412,22.2,64,188,10:39.1
1413,22.3,64,188,10:54.4
1414,22.3,64,188,11:09.6
1415,22.3,64,188,11:24.7
1416,22.3,64,188,11:39.8
1417,22.3,65,187,11:55.1
1418,22.3,65,188,12:10.4
1419,22.3,65,187,12:25.5
1420,22.3,65,187,12:40.7
1421,22.3,65,187,12:55.6
1422,22.3,65,188,13:11.0
1423,22.3,65,188,13:26.5
1424,22.3,65,188,13:41.7
1425,22.3,65,187,13:57.0
1426,22.3,65,187,14:12.4
1427,22.3,65,187,14:27.4
1428,22.3,65,187,14:42.6
1429,22.3,65,187,14:57.7
1430,22.3,65,187,15:12.8
1431,22.3,65,195,15:29.6
1432,22.3,65,187,15:43.6
1433,22.3,65,187,15:58.8
1434,22.3,65,187,16:13.9
1435,22.3,65,187,16:29.0
1436,22.3,65,187,16:44.2
1437,22.3,65,187,16:59.3
1438,22.3,65,187,17:14.4
1439,22.2,65,187,17:29.6
1440,22.2,65,187,17:44.7
1441,22.2,65,187,17:59.8
1442,22.2,65,187,18:14.9
1443,22.2,65,187,18:30.2
1444,22.2,65,187,18:45.4
1445,22.2,65,187,19:00.6
1446,22.2,65,187,19:15.7
1447,22.2,65,187,19:30.8
1448,22.2,65,187,19:45.9
1449,22.2,65,187,20:01.0
1450,22.2,65,187,20:16.2
1451,22.2,65,187,20:31.9
1452,22.2,65,187,20:46.3
1453,22.2,65,187,21:01.5
1454,22.2,65,187,21:16.7
1455,22.2,65,187,21:31.8
1456,22.2,65,187,21:46.9
1457,22.2,65,187,22:02.0
1458,22.2,65,187,22:27.5
1459,22.2,65,192,22:33.1
1460,22.2,65,193,22:49.1
1461,22.2,65,186,23:03.8
1462,22.2,65,186,23:19.0
1463,22.2,65,186,23:34.1
1464,22.2,65,187,23:49.3
1465,22.2,65,187,24:04.4
1466,22.2,65,187,24:19.5
1467,22.2,65,186,24:34.7
1468,22.2,65,187,24:49.8
1469,22.2,65,186,25:04.9
1470,22.2,65,186,25:20.0
1471,22.2,65,186,25:35.9
1472,22.2,65,186,25:50.3
1473,22.2,65,186,26:05.5
1474,22.2,65,186,26:20.6
1475,22.2,65,186,26:35.7
1476,22.2,65,186,26:50.8
1477,22.2,65,186,27:05.9
1478,22.2,65,186,27:21.1
1479,22.2,65,186,27:36.2
1480,22.2,65,186,27:51.3
1481,22.2,65,186,28:06.5
1482,22.2,65,186,28:21.6
1483,22.2,65,186,28:36.8
1484,22.2,65,186,28:51.9
1485,22.2,65,186,29:07.0
1486,22.2,65,186,29:22.2
1487,22.2,65,186,29:37.3
1488,22.2,65,186,29:52.4
1489,22.2,65,186,30:07.6
1490,22.2,65,186,30:22.9
1491,22.2,65,186,30:38.7
1492,22.2,65,186,30:53.2
1493,22.2,65,186,31:08.3
1494,22.2,65,186,31:23.5
1495,22.2,65,186,31:38.6
1496,22.2,65,186,31:53.7
1497,22.2,65,186,32:08.8
1498,22.2,65,186,32:24.0
1499,22.2,65,186,32:39.1
1500,22.2,65,186,32:54.2
1501,22.2,65,186,33:09.4
1502,22.2,65,186,33:24.5
1503,22.2,65,186,33:39.6
1504,22.2,65,186,33:54.7
1505,22.2,65,186,34:09.8
1506,22.2,65,185,34:24.9
1507,22.2,65,186,34:40.1
1508,22.2,65,185,34:55.2
1509,22.2,65,186,35:10.3
1510,22.2,65,185,35:25.5
1511,22.2,65,186,35:43.2
1512,22.2,65,185,35:55.6
1513,22.2,65,186,36:10.8
1514,22.2,65,185,36:25.9
1515,22.2,65,185,36:41.0
1516,22.2,65,186,36:56.2
1517,22.2,64,186,37:11.3
1518,22.2,64,185,37:26.4
1519,22.2,64,185,37:41.6
1520,22.2,64,186,37:56.7
1521,22.2,64,185,38:11.8
1522,22.2,64,185,38:26.9
1523,22.2,64,185,38:42.2
1524,22.2,64,190,38:57.3
1525,22.2,64,190,39:12.5
1526,22.2,64,185,39:27.7
1527,22.2,64,185,39:42.8
1528,22.2,64,185,39:57.9
1529,22.2,64,185,40:13.0
1530,22.2,64,185,40:28.1
1531,22.2,65,185,40:43.9
1532,22.2,65,185,40:58.3
1533,22.2,65,185,41:13.5
1534,22.2,65,185,41:28.6
1535,22.2,65,186,41:43.7
1536,22.2,65,185,41:58.8
1537,22.2,65,185,42:13.9
1538,22.2,65,185,42:29.1
1539,22.2,65,185,42:44.2
1540,22.2,65,185,42:59.3
1541,22.2,65,185,43:14.4
1542,22.2,65,184,43:29.6
1543,22.2,65,184,43:44.7
1544,22.2,65,185,43:59.8
1545,22.2,65,185,44:14.9
1546,22.2,65,184,44:30.0
1547,22.3,65,185,44:45.2
1548,22.3,65,185,45:00.3
1549,22.3,65,184,45:15.4
1550,22.3,65,184,45:30.6
1551,22.3,65,184,45:46.5
1552,22.3,65,185,46:00.8
1553,22.3,65,185,46:15.9
1554,22.3,65,185,46:31.0
1555,22.3,65,184,46:46.2
1556,22.3,65,184,47:01.2
1557,22.3,65,185,47:16.4
1558,22.3,65,184,47:31.5
